"","Year 0","Year 1","Year 2","Year 3","Year 4","Year 5","Year 6","Year 7","Year 8","Year 9","Year 10","Year 11","Year 12","Year 13","Year 14","Year 15","Year 16","Year 17","Year 18","Year 19","Year 20"
"Sample 17",960000,1073662.03842378,1053131.72746015,1063339.74052898,1033789.41331715,1019338.25325053,980143.175372219,974910.812945015,933916.065657798,913500.151292025,887813.141219487,906303.097512339,918861.473588559,896912.006734009,908745.664048539,910609.869670186,916189.930294789,892061.214158377,884416.394515719,882877.182839758,886622.21840514
"Sample 18",960000,934446.682937843,826032.940093455,736364.431747401,631340.240973794,532498.829128312,441466.51803151,336360.542942348,249239.820148549,156742.985143189,64484.9093218703,0,0,0,0,0,0,0,0,0,0
"Sample 19",960000,953422.313771297,804670.329659776,723156.886723534,652475.122514149,562150.487373148,457076.047341552,366683.814406206,283674.581868899,184089.269366072,101127.834823685,21281.5394878771,0,0,0,0,0,0,0,0,0
"Sample 20",960000,850987.817556433,758133.356881336,660019.639159786,550665.265405979,451330.496184541,360658.170636879,267814.112312354,186103.931211574,97945.1581525685,24289.2878594859,0,0,0,0,0,0,0,0,0,0
"Sample 21",960000,1093494.80237234,1099486.4370025,1103209.01542201,1062235.80419773,1119829.74855003,1092549.77262946,1147306.25175173,1072241.11613085,1055520.34703741,1051846.50597446,1032409.53803122,974532.313683504,971881.950413701,987227.527936368,963416.656846171,939295.457517717,903516.040012395,890142.791785971,886874.277253487,848372.23468216
"Sample 22",960000,1135774.35195258,1010225.620037,919729.259085065,828933.182456635,727420.526783451,618208.524457258,530041.5270717,419124.097713125,309869.374874965,218725.155026352,121804.105186596,28086.6994856842,0,0,0,0,0,0,0,0
"Sample 23",960000,945002.538170054,888465.944504243,819417.591013807,737859.638968457,698623.392427408,591793.077361279,511099.903319761,449738.178233734,374666.580354574,294647.935086365,225408.40294533,142860.573147625,67348.7493960631,8404.97413580879,0,0,0,0,0,0
"Sample 24",960000,1092463.99640737,998719.946639561,954398.900417754,873586.195349359,800592.998819995,734485.684555547,638763.835084317,573894.073046747,488360.065039459,403049.38851476,336554.86383952,260374.598468001,189885.195143434,101438.558079999,10902.3482484761,0,0,0,0,0
"Sample 25",960000,1226124.70330428,1109563.79620851,1076843.03347974,1002744.22976705,959103.462261841,879741.339633832,830115.120448645,749402.659044601,711788.605159951,628462.645742854,566215.930149775,504481.10356956,428233.783271796,361932.138482442,286812.169559225,209158.496126626,124063.321557897,53184.5029653579,0,0
"Sample 26",960000,1090155.67117213,1040022.91014258,1022643.74396293,1008232.0448753,989310.360388194,939607.544248413,933980.493033386,909061.791719196,883607.850285185,849186.652314828,793961.407486341,767147.016496782,741953.904205703,706809.484130534,676901.122145402,639672.95265783,581699.812373184,541755.129409652,510350.300129791,466668.606189452
"Sample 27",960000,1041367.63161923,973212.4966557,967326.79947612,922301.645923135,856802.333504551,850172.662713153,803815.529758548,745428.673400148,686862.029950758,633338.7961038,559957.678899295,498025.949115708,448612.255646357,358818.450416618,292399.09425095,213041.692378878,129356.540253947,61680.5366383424,1847.29975570302,0
"Sample 28",960000,906610.863475983,823207.163607924,739407.796545567,668353.151243564,590554.235311507,517466.234724421,450885.585353543,387143.30341645,307880.309560354,223686.511411937,145711.848640809,63327.8425433822,0,0,0,0,0,0,0,0
"Sample 29",960000,934564.648943813,889897.272040353,854799.958784746,809974.474326216,750068.795939696,694063.285720973,645015.180693764,587414.259348276,542527.27669511,470642.614793072,387561.64705379,317032.767492312,242245.022692518,170239.619831556,91378.0429676473,23433.4068011146,0,0,0,0
"Sample 30",960000,910653.972038097,796026.076777804,725845.792434252,656337.542431471,569690.472833115,481825.223050586,388331.113227793,314009.706400352,226031.029733737,139485.039780804,58263.5982415431,0,0,0,0,0,0,0,0,0
"Sample 31",960000,1063207.17872274,1015276.40421486,1023521.9417276,967371.528291119,927500.42986005,896413.256701911,858766.23768118,823280.092315085,783126.332482782,740068.208635976,681977.110521349,644869.443335886,571347.850478249,503245.269653379,434366.17288068,361695.598338672,283739.350838158,214509.062406226,151999.174655493,81100.9821454015
"Sample 32",960000,886649.80251199,777643.544818329,666799.947560727,581247.59413243,465561.029904852,383480.948406492,292131.609050662,190879.373838158,99946.4687745288,18609.605812184,0,0,0,0,0,0,0,0,0,0
"Sample 33",960000,945431.4445007,850600.11336948,761279.364830199,696319.110745641,598310.161238271,527992.003417015,440569.761635382,344425.492095892,265182.993597385,179083.414264452,94361.6312352878,17455.5227277002,0,0,0,0,0,0,0,0
"Sample 34",960000,1300850.33737419,1271574.76203542,1267962.18424542,1310291.9863019,1369072.73019734,1371345.65747373,1396895.78915918,1460236.91674176,1505369.81978393,1516399.86006902,1583634.7763222,1627703.60604201,1707923.62141651,1791645.28225773,1835743.60278689,1931679.1374588,2031563.09107378,2143561.44076577,2217336.84913151,2300494.50820452
"Sample 35",960000,954520.733309888,836737.423673521,756202.739736099,671751.595325421,571305.403488747,464980.748548798,362047.996473949,266792.491836356,176045.716661738,80903.3351535639,0,0,0,0,0,0,0,0,0,0
"Sample 36",960000,1061009.42833256,1015744.30254541,1051351.68626142,1014245.69284542,1009167.3322509,978798.591609111,998595.965677035,980759.531792498,965819.621523296,956995.590066823,966966.533490866,947474.912588267,959569.918132622,962947.483724189,972534.813925263,948745.598602192,940879.789242046,941724.797069681,952340.753021137,957997.817158532
"Sample 37",960000,1013258.14556127,990809.724107479,976669.87755548,998655.788406821,1014105.21514781,1010685.92745433,1015413.47067605,1034483.76179195,1015296.22663088,1030753.52483538,1023283.4058775,1001999.47394024,988781.914929163,1011249.92760121,1004187.64406184,1021139.88808216,1022278.3415773,1027073.50140678,1050617.2878987,1077982.5389977
"Sample 38",960000,975217.62777798,924073.131771775,827223.024001821,765043.28443462,688701.325404471,621641.998321489,549204.078405658,466148.947477288,385869.094321635,296358.873050455,215734.13740776,124250.8553821,40384.1289897035,0,0,0,0,0,0,0
"Sample 39",960000,1130414.0116504,1060649.1129597,1017437.06322625,931215.134135854,869730.354930311,817650.315716127,769705.062182912,705661.749656192,609242.961687989,539068.377448053,460821.30999893,380961.25376368,294315.564544363,209356.265275219,125482.848888528,34650.4505725891,0,0,0,0
"Sample 40",960000,794302.363806167,704968.281002089,606231.499248855,517757.362792007,435675.661856215,340059.177146751,252679.008962767,172443.435667415,101734.883167076,38856.9476845186,0,0,0,0,0,0,0,0,0,0
"Sample 41",960000,1252215.95804202,1149511.45763439,1055160.40658278,931900.867211936,813246.229288793,687880.063046575,596631.438374256,485404.046295406,380312.737189566,279122.675111625,179502.053507532,71255.508587886,0,0,0,0,0,0,0,0
"Sample 42",960000,1140541.00774902,1070303.2535828,1056120.9425662,1040719.57029094,1012035.64476052,962030.166163883,952168.038255071,930915.183147414,886847.040797182,839588.819331156,801116.306092264,714386.860174434,677702.764238432,626202.407637774,563892.994749194,512360.141269292,447780.285790797,398387.635947639,327825.356209573,277589.529337373
"Sample 43",960000,881480.448277447,777529.338618985,685865.508233899,584709.819976427,492375.02702769,384820.629665852,285405.291172005,188172.824963979,94404.1705559277,11665.8662114669,0,0,0,0,0,0,0,0,0,0
"Sample 44",960000,1019979.10756068,918981.712375973,886823.00638767,828694.014110918,769611.140497157,709761.555229777,647174.504692061,566600.493207167,478597.343204942,406608.3228021,333702.237842732,259382.927758848,180465.779958908,99334.6909918613,18314.523942649,0,0,0,0,0
"Sample 45",960000,1006708.25220828,955503.85287928,867775.651759042,789547.836939737,715027.349741275,633202.846152278,578061.972011957,481705.943185909,402467.687795336,313458.390554914,227770.085340847,139649.142834476,46543.2651128497,0,0,0,0,0,0,0
"Sample 46",960000,928116.174133444,918408.907563827,853289.174379328,846983.094531615,833413.829630976,814207.825910675,755817.397222936,711006.537520014,657556.359382572,602941.506072788,535618.893346694,504786.391447922,444275.715639723,387742.331522795,317266.187882234,241327.840956942,160204.287898262,95615.0611766915,32507.6345537704,0
"Sample 47",960000,922783.601874988,836004.480354687,746902.252708742,653351.122271815,569545.038943156,466843.656341801,382380.774262304,285621.136119617,194453.029672161,104973.68203458,17728.8251551026,0,0,0,0,0,0,0,0,0
"Sample 48",960000,1232915.48601097,1236799.98247363,1253379.16032905,1224732.17855552,1237983.57142484,1223959.409549,1222380.99939159,1171620.6006636,1129387.78848053,1115676.47685188,1099062.66657547,1096855.91487176,1001364.30530123,979670.821032031,948530.355432644,954498.661693836,902104.496441456,887033.18409651,864859.159351047,813522.057073505
"Sample 49",960000,962497.850020851,938481.650943322,915716.196604293,914057.944077798,857072.765046831,838250.576601879,817281.220392315,777810.556598114,740886.573299659,702474.792664016,664246.230993115,632517.055659147,618786.008865555,580409.340914408,529534.532626995,497587.452699893,437909.127429905,395912.562277996,349688.901216892,294963.382032119
"Sample 50",960000,1100942.6681448,1071183.60422319,1086584.68362085,1077983.12069721,1052325.98974711,1022221.99869569,1015635.18273559,1015077.21123675,1003990.6066837,990504.134504489,998850.399370438,995854.86500612,958149.525240977,938733.623093111,919503.34194258,927112.565053307,926803.581493116,928672.485561483,929315.611186102,957456.989585754
"Sample 51",960000,1070300.87159183,995213.714618088,888919.271755647,796822.789308312,700269.193219604,613301.926334878,508499.326702291,412309.133933406,310500.704830454,215625.125361368,122698.945459262,22045.6038035093,0,0,0,0,0,0,0,0
"Sample 52",960000,1053767.72803198,944920.039165214,873873.005373146,797320.822273643,670967.961136936,580030.448302067,482097.900713343,386402.110171831,312959.62290498,220259.471023784,127137.46201285,41702.6591504248,0,0,0,0,0,0,0,0
"Sample 53",960000,1078674.90805257,917902.46378649,814306.950628687,702706.70484561,605071.684612931,488750.670875656,383845.804880359,288401.072808379,186200.784517886,85059.1352260322,0,0,0,0,0,0,0,0,0,0
"Sample 54",960000,994633.651317486,929918.406710727,867111.704972509,803594.841873678,741289.161994954,677983.527954627,606558.646441558,539224.616371662,469600.261708221,385824.628075455,316849.718742682,233446.118929944,160261.027558637,78392.366112456,10282.5924397679,0,0,0,0,0
"Sample 55",960000,1108175.6647864,1047145.06793206,988622.38731091,990646.305862801,941342.370264852,885522.886647292,826141.219419827,740215.746272681,676102.4327244,602937.966319282,534090.719206561,465770.66288142,396920.488766208,298659.772709885,203921.357867003,124258.486209452,36800.2314360067,0,0,0
"Sample 56",960000,1071094.99857674,966276.69703487,874210.926606356,806585.561605043,694538.312975027,590585.772066157,494915.399470819,405312.135633547,321419.962226177,229291.826184201,140415.156913364,48222.715136985,0,0,0,0,0,0,0,0
"Sample 57",960000,1174009.07665748,1126951.5172025,1136264.73402019,1117959.51682179,1093095.56378948,1117418.47862986,1120227.03800118,1109943.40938055,1109222.58643077,1088899.47655455,1078801.84981972,1084126.02623358,1058725.41047269,1014115.56259877,1021454.34082971,996574.832698716,1020904.9834441,1002351.79859177,991448.133634091,1024178.68588859
"Sample 58",960000,1128860.89300415,1089258.17014888,1072776.47879263,1073190.73314216,1025655.63707093,1001139.07107867,981724.893523838,949334.027756303,904869.855152417,873229.392584684,811171.479216275,768850.37692204,716987.885958825,680304.240237705,633605.658743575,582570.919188485,531216.170958645,491369.579641261,443187.615425382,404283.25438901
"Sample 59",960000,1123372.51926588,1008997.84758384,944503.666906369,868925.627832037,812511.871645992,758362.744090247,687204.402650465,619965.107336309,561637.314960206,483400.836051294,406861.378026487,332426.349476177,251327.640562723,165230.548510549,75612.9705731428,0,0,0,0,0
"Sample 60",960000,1061460.32520824,1015195.58796087,998773.080250685,969569.212720915,915634.446177931,897675.118096807,833993.961119791,805274.518285851,752735.625016948,710274.605730855,660194.754527184,636576.149405238,578609.984260275,509760.45973643,451651.796075519,385381.184866203,323231.252332409,272263.105837415,203291.616737628,138904.417412367
"Sample 61",960000,856947.393474129,764828.553652096,662139.935902964,551108.989342991,459206.974413219,366359.155646359,271150.539801966,185008.06634437,99003.85548731,33553.8864460659,0,0,0,0,0,0,0,0,0,0
"Sample 62",960000,1191915.33159179,1037565.25409863,938479.738522423,833250.079164133,777050.748181831,679873.667756904,610968.664764348,528516.138216732,436654.982339785,341093.764083748,251085.428209409,151548.969308865,62776.4225002927,0,0,0,0,0,0,0
"Sample 63",960000,916704.522891249,821180.108181383,761151.101894368,660262.692656397,558421.94856069,473160.998477444,374232.05374431,298338.823230232,211504.768622334,115148.741566722,26546.4836927676,0,0,0,0,0,0,0,0,0
"Sample 64",960000,1241279.51864376,1163754.24064238,1162428.44805545,1142749.99273272,1141526.72980684,1145406.30567133,1138605.70588207,1074811.84567217,1077418.71003288,1040243.37498083,1095096.35645258,1046485.99754794,988011.735413808,993659.357561476,1006155.79572306,989466.394692236,982082.067406116,958830.049580555,929987.779410655,904804.660232723
"Sample 65",960000,1160884.19657465,1062040.7634416,1070082.78751079,1027629.46675716,1043521.59221501,1014253.98836193,1000285.7096526,1001467.40193636,980083.463095282,944192.457451123,922180.033605725,892013.311431081,858183.066664683,829890.683649938,814712.212765142,800190.693414694,743854.498319953,698553.552043557,682438.906449413,659557.820238574
"Sample 66",960000,946329.656268213,934340.723836082,908322.570580657,877467.377500072,844745.800284003,808260.09808343,799894.9541402,766226.511283765,751069.330355085,713576.853071008,692291.055914178,666853.204845399,631959.079532605,586904.261400056,528445.62491255,466775.604202301,413540.45813015,384611.240074698,342159.992989468,293088.379303652
"Sample 67",960000,1123857.4062058,1121968.40251407,1085265.3187309,1089483.45040266,1065626.7969438,1067927.28779921,1036926.05596961,1016971.58179726,976139.823282924,947850.768458573,907079.341821403,876153.437827859,835191.809356527,810556.945372386,785657.454572573,719441.448569226,666513.058498002,630356.44357141,589308.797343964,549129.851566104
"Sample 68",960000,1195895.00084744,973655.71391221,863282.407399714,754251.729126166,653706.742064594,556557.499947346,452704.908773752,344907.063826834,248978.371378487,154137.089064418,57982.7739061138,0,0,0,0,0,0,0,0,0
"Sample 69",960000,987960.721690212,919003.54253603,841678.363107746,797856.574415443,748120.951445955,672088.445841024,601079.998952233,537166.267232808,463974.960276417,396412.055476815,326542.555349629,251318.255461386,165673.834693852,88030.7090532868,6209.85595061447,0,0,0,0,0
"Sample 70",960000,908643.718917208,849010.005982852,774165.484054788,694121.604416154,619568.691986056,550971.314575207,472532.059707565,382588.77139483,293161.763969587,207624.361106259,113893.122831515,22937.8515528649,0,0,0,0,0,0,0,0
"Sample 71",960000,1024347.52384085,960046.517395404,891896.78683688,869883.579002797,802846.865763016,764468.419280758,707554.290741769,647143.894561443,598417.942180179,534745.338478915,505008.194575856,433044.145570827,373250.70579117,306649.950330838,227591.87609743,162270.992524449,86565.8478184664,30238.4450753068,0,0
"Sample 72",960000,984634.355807213,926414.418551116,884717.00069884,837900.150304303,765295.306477446,726180.108362078,672077.580165482,616211.956815586,535699.959777458,469685.511280021,401063.547398178,328809.893091265,267203.062559921,198586.437350167,123590.079904485,48881.1393354637,0,0,0,0
"Sample 73",960000,1007303.49790835,950904.074641352,849589.432356523,804999.766945294,736223.742636949,686736.546545206,604244.821448666,522130.029049365,444752.27143709,371087.87436449,300699.156279196,209550.541069989,122813.140825529,35975.435971809,0,0,0,0,0,0
"Sample 74",960000,939832.435939086,892094.819649725,858103.988411029,855674.557598149,843535.062036603,791188.336992638,767773.435367608,717628.577763809,671018.405586814,632721.082846855,577660.596512172,508914.876150945,444172.477416625,389274.46795281,329658.629424544,263578.349776821,203118.9881081,135306.485244951,68544.0809199986,15064.1585588907
"Sample 75",960000,1510631.82068906,1202137.10727364,1136342.39891296,1015928.77165746,937591.505861955,821761.628920493,714509.620667629,602374.276922273,482481.048481461,375024.609164375,264395.997127195,151446.832176059,46093.0078860473,0,0,0,0,0,0,0
"Sample 76",960000,1031013.40919236,908499.828300113,788093.726644943,684646.304103709,584785.607207396,486399.243133007,391307.192651449,284343.474393355,192334.554723977,98363.3438765682,8744.8417377015,0,0,0,0,0,0,0,0,0
"Sample 77",960000,1056117.76271971,933355.068973047,842951.267807778,751019.625619856,666075.505694233,570532.529979623,486902.131900554,394377.006755283,302760.367104743,213726.64657511,124902.540646927,35363.259248078,0,0,0,0,0,0,0,0
"Sample 78",960000,896197.21131762,877848.27622081,819445.640008684,763450.116839593,681110.812611059,610402.950675371,537642.506406148,471131.478964962,377421.414082479,296889.546932009,216722.156870275,134513.290327674,50601.5308988125,0,0,0,0,0,0,0
"Sample 79",960000,961548.614668877,893909.074913991,850934.873771377,785129.959980682,712063.561504299,642143.592669128,576638.474253977,486643.62732451,398449.236356108,318717.316819523,255694.64854786,175348.967683854,90094.5769521126,16094.5686995292,0,0,0,0,0,0
"Sample 80",960000,1046946.80998616,1065293.61378165,1038490.86047308,1062494.67573525,1034623.48227457,1048014.17262658,1050109.15499659,1066036.29506237,1005712.34441657,983404.068970541,984538.680790543,959473.651584416,949961.748251642,980314.754795697,942199.616801719,919681.060909891,903870.369716694,924224.251011027,915376.781576871,900462.647008053
"Sample 81",960000,997482.101935131,985780.063341385,959278.588449447,938126.862389804,876460.917929488,871062.741109335,830389.434640094,780773.637651874,759503.04121638,710605.495180911,675690.936296604,667557.133487826,622280.523709798,586718.947633536,538363.694635022,491227.501065345,414319.392775664,370761.294998005,337434.904636188,288576.421116404
"Sample 82",960000,854955.902672439,778209.468137964,687575.801375564,613230.471546237,542117.826444569,438594.155665438,347611.16400425,261050.44867472,169302.121007192,84788.7042476275,21266.2851525583,0,0,0,0,0,0,0,0,0
"Sample 83",960000,1224798.83008069,1181950.63674012,1227320.96495215,1236620.04621851,1215709.11052117,1157578.41696617,1199073.26624641,1232628.17271588,1258031.39951592,1240453.08467505,1245184.20488786,1270500.4846462,1315579.53401028,1320644.20685377,1324678.61150554,1359303.73997203,1356139.58465622,1393074.81579602,1389140.17043646,1426963.5422786
"Sample 84",960000,924282.89373763,866151.840002024,780266.624024327,723102.244582303,654054.729485902,605979.551594657,532777.464691535,463460.660793153,386857.295888045,321013.386674939,249578.537115394,171812.067503481,91400.3343498002,29512.0434466625,0,0,0,0,0,0
"Sample 85",960000,1116628.35089748,1094896.26137938,1100307.81964988,1123595.3344771,1125651.52302956,1130565.47527764,1153280.25175679,1162585.77831533,1121666.46992629,1164612.44338811,1199776.17631916,1147634.60954843,1163035.16580294,1158274.2742617,1141504.18145413,1083471.36719566,1064078.63041979,1081552.09367648,1060085.54121269,1045859.1172091
"Sample 86",960000,911380.940199706,781842.589405391,662516.060712593,549950.024611791,440029.703963883,336692.418717335,248453.051631256,155588.652756506,68999.1763668729,0,0,0,0,0,0,0,0,0,0,0
"Sample 87",960000,1062854.40586164,945547.783502596,885435.266404787,802374.357970327,737090.609933277,661044.994522733,580299.221738599,496917.219642111,404598.581281913,324362.471705353,234197.90558754,150126.107060656,67724.6784305218,0,0,0,0,0,0,0
"Sample 88",960000,971337.525240351,887860.851753423,782258.751772136,704784.633287502,651747.310008386,558819.066763545,473337.501945696,385370.513874811,309890.870659095,236334.291633951,152305.366773936,70948.1748304952,3056.35782270744,0,0,0,0,0,0,0
"Sample 89",960000,878415.39763252,816049.584801858,754044.354990351,680337.030424344,602314.787325454,523747.134157069,450114.832454525,365117.298599854,290887.753898013,209755.626099787,126554.578632602,50343.5600578369,0,0,0,0,0,0,0,0
"Sample 90",960000,1226066.99253515,1174512.05251462,1201234.45596777,1194215.4221441,1194176.34137249,1232592.36328852,1254167.67814635,1260021.50613608,1236513.52890091,1234438.45193943,1272485.54656582,1252350.08228758,1264379.48725552,1219942.06050301,1193955.73136536,1185119.10298601,1172668.26759831,1177658.88546947,1195621.94598693,1172601.85086723
"Sample 91",960000,846038.676527448,747553.126040169,642264.007279356,552403.618940131,462946.242663086,361446.272104762,270217.927327831,182209.567735199,91596.4907635717,25144.0772989682,0,0,0,0,0,0,0,0,0,0
"Sample 92",960000,943898.036678463,917265.177365693,909413.922133127,880644.07751258,823159.302296302,782464.187696105,719199.639041467,681315.208893893,663986.134838346,627058.171922665,573642.210405514,542367.801876846,497676.349343623,435983.468566851,380096.243137865,311113.536240166,244816.332091426,189093.336509497,124381.56622419,63852.8879751247
"Sample 93",960000,889437.685779306,803083.082530256,728028.822800186,675483.362207522,575874.56033354,475806.58391824,392187.633617013,309814.001332754,221043.210289754,137807.269918814,50296.7586819717,0,0,0,0,0,0,0,0,0
"Sample 94",960000,899424.220980007,810748.27385736,720962.639973934,617613.837345966,532309.42541574,442205.84080753,349200.556440592,263847.918014851,181440.529031067,93637.7094598739,22227.267633875,0,0,0,0,0,0,0,0,0
"Sample 95",960000,996011.269790596,987720.608624144,978864.092628172,946615.174911989,920252.718908847,892637.056737907,874364.43901359,822836.235314978,810061.934918635,800499.286382917,760088.056697224,715269.049744255,658621.436919186,611373.937294731,562615.820571409,501101.518157558,443102.135754357,402691.218982772,346913.96365101,304992.640173718
"Sample 96",960000,1511955.39308663,1556242.71610073,1572597.0532426,1597274.70946566,1626909.30419351,1702050.35791278,1688918.08405404,1763143.75060788,1751860.7129939,1852391.08096671,1861625.24049689,1867410.85346072,1919403.54491696,1887260.68356756,1936662.10520891,1980553.84649164,2023708.60547447,2142952.16424349,2269118.51403095,2419098.04732287
"Sample 97",960000,1004276.50782848,887007.252201853,803548.594720703,696240.51112954,593632.021231703,491260.086214817,400904.344398909,305722.947664473,203825.408044551,109085.278651911,14936.4385454535,0,0,0,0,0,0,0,0,0
"Sample 98",960000,944674.246766708,919075.720647945,846706.243919325,812879.8268596,763706.945979953,712926.469916461,653571.203647726,603541.650487204,543214.715416349,484086.644662545,404921.833079988,343955.120213832,272412.703710334,195863.252645076,116465.304950675,46477.405217261,0,0,0,0
"Sample 99",960000,988784.162377603,946463.663330551,912540.852008368,891747.4745991,813636.113384529,766527.540330522,689135.88410387,602514.85140441,546691.156762584,476121.320594214,411104.503691358,347504.813180762,273982.926904025,190210.05217612,108606.824377146,27157.9676047406,0,0,0,0
"Sample 100",960000,887764.10394671,774694.83776446,683410.079062577,617638.908031025,541805.006620582,448798.080656724,370683.189839413,276810.675168802,196220.725947812,117380.000063946,42196.3801408262,0,0,0,0,0,0,0,0,0
