"","Year 0","Year 1","Year 2","Year 3","Year 4","Year 5","Year 6","Year 7","Year 8","Year 9","Year 10","Year 11","Year 12","Year 13","Year 14","Year 15","Year 16","Year 17","Year 18","Year 19","Year 20"
"Sample 18",960000,1306647.53604478,1369749.71693401,1491621.90520311,1529528.44813786,1634043.50875478,1673994.35436201,1761254.88733958,1844330.44748145,1944651.87778668,2043866.60176887,2121448.97531139,2220656.5964112,2326118.13025313,2440194.8823077,2633120.1381765,2832005.84004671,2908419.18042203,3139110.18931382,3436107.76159807,3584876.72080119
"Sample 19",960000,1062587.1256749,1020323.46124793,979991.777459424,927645.914666868,852160.577784346,829331.448458133,777940.013495203,756148.224851437,722690.21179546,699634.369271876,648470.541973314,612565.016814641,567426.364551178,486185.821822852,455829.666722469,406899.571611849,357673.709155814,318625.79543247,260692.35945896,214510.07544554
"Sample 20",960000,1235136.11921931,1211704.64590471,1255234.50706792,1277127.84571763,1321796.15776445,1350424.22906407,1373237.16209262,1472757.52986278,1576339.78232158,1613710.3798159,1772004.12483114,1823863.01548831,1924533.06915888,2089364.3718793,2165411.97009566,2285044.95824722,2482159.95205254,2613858.36424959,2780544.86590842,2978455.82279843
"Sample 21",960000,1286685.59678312,1266116.11457003,1352982.38285285,1411162.20743768,1461357.54230521,1531692.04972724,1601345.72023623,1696203.42136053,1829374.94654944,1913514.41527162,2008432.71844275,2174968.78694533,2283156.70850523,2492001.18383295,2621362.88783441,2835250.93008596,3124873.5440945,3287403.9457352,3532141.33967834,3752022.17921123
"Sample 22",960000,995521.771359964,909341.212571112,870931.911670187,791763.670384305,753749.75010569,698120.087190504,660273.868158233,625370.847352516,578994.243230853,515535.195100638,480018.081747494,424551.393123987,358028.771657157,299006.709612483,248384.746074845,201605.888902347,140366.12410379,93995.4825115597,47558.0432725703,15504.2505279203
"Sample 23",960000,1143924.98467363,1037990.43359033,988208.548403053,946117.295600871,884634.95202137,856061.141475882,800121.801703945,732631.784386981,670142.925131111,641615.672800566,601969.278834292,544019.60925581,483162.055621868,441461.787352892,388498.289337882,345125.608481772,299951.709968707,252034.465931472,209031.440975472,159961.765816714
"Sample 24",960000,1017913.320379,1078960.56805223,1108555.11887616,1137583.76077113,1165581.01410414,1174298.36223531,1220118.63796539,1261451.01127279,1310185.63062277,1327996.17135018,1326485.93505751,1356660.76629919,1391703.45865054,1443602.59572508,1505303.59182387,1635313.87020141,1722762.07825698,1779032.44921107,1856954.98050458,1908447.49210179
"Sample 25",960000,934356.339434201,891932.0868291,818599.091324462,736219.350064907,695207.483724505,645646.281652002,592402.005233466,535322.549589208,471492.466118836,406404.649175759,354654.021162898,299370.052198379,246194.533413935,186944.037457331,133304.864541028,77537.9967139481,22763.5448376202,3456.47120546961,324.241502586777,28.8743984773676
"Sample 26",960000,1255544.43515786,1161696.92695027,1198076.36580579,1158144.60730846,1186967.71127869,1164040.14240947,1182310.88537384,1146085.8236068,1155243.40993238,1158717.22644271,1131273.34770369,1145942.69450881,1140796.02607516,1173318.22888155,1171059.0307795,1168815.78141693,1196865.15152002,1193667.99207659,1196998.33046855,1209320.44700692
"Sample 27",960000,1027040.91133531,971197.444261268,971873.470348758,997829.887627625,968854.037257156,951413.431553033,974188.277938086,961787.732917374,975683.997515565,974646.677530983,951542.354875877,975626.043994231,947105.549622888,909343.447987465,909095.093518834,895332.208496134,886006.030769933,926686.119020246,923158.192506124,942816.988124151
"Sample 28",960000,1125717.87897544,1082757.10404142,1079628.63623192,1092313.02273418,1098902.7986217,1061443.34336404,1094662.81589426,1091560.26825839,1046719.18907786,1017746.05407424,961778.364223133,920115.505110801,919749.974559234,908371.34851016,874561.375515001,861719.593607505,840379.312623149,822731.507464863,790571.317117167,784928.343800711
"Sample 29",960000,1120060.96417065,1061288.20120572,1018246.09352038,925908.205736976,886626.092384366,809882.171776498,738902.004276235,650711.211909218,608035.90746942,520635.928583022,443425.080664675,377100.000350645,316337.136511155,250359.920548389,182694.40730749,114834.080197235,54552.8682597489,13727.8912491076,1131.80581161353,96.3562215111029
"Sample 30",960000,1138617.11953017,1067197.38945963,1046106.61528675,991574.457602351,938643.505912006,880824.119092873,906011.277374548,862757.623352723,838371.625351948,810177.920713656,749507.760885571,731733.121138124,713224.479953473,679175.484602331,639113.248782982,615891.997004719,578507.667546439,534116.946632878,514728.68667015,464401.640988711
"Sample 31",960000,1024630.58583308,973108.907328341,950475.438371168,952876.283528543,922755.043130003,883394.984109909,825647.689496139,786172.505137056,730947.970187556,669935.966662927,634728.672723111,594970.63258898,561073.638663486,525702.077451497,471095.878841491,422357.105647055,361242.798176966,329398.02750312,284329.559781266,253619.393873358
"Sample 32",960000,933335.342151986,893216.854773876,831017.041949239,792210.467972185,736086.917858288,672500.309923951,606093.783440186,565005.893401475,503423.828152333,449848.500175435,408114.047022845,365595.314310426,299129.848862368,240884.264276962,184433.004417315,136915.427302794,84712.4989970915,40924.3873781667,10164.4762095825,2136.33038699602
"Sample 33",960000,1058533.22618115,1057846.86359348,1068459.99075185,1062704.76054883,1059823.01981511,1028538.06990014,1023663.60366622,989827.729329765,955227.36674102,918684.524164441,911520.516549175,890960.960995589,864696.181104661,831678.040036672,859904.658451076,820431.519050771,790459.339539862,808366.281300274,778856.553416892,742790.510417814
"Sample 34",960000,946566.630534454,923755.440419687,915291.626170468,872940.155125914,866896.875892147,836202.476704172,803017.720435265,791729.201467804,794261.013245256,791784.083676627,748907.074307381,736529.891849708,751174.075213564,737709.954774875,712577.673678385,722451.41230483,705303.157525153,688172.877453743,690031.253255532,663798.986593917
"Sample 35",960000,1128267.23106363,1058613.6754988,999574.892938971,953308.24598296,944138.293253572,870026.031511275,852429.874050174,805720.792187591,738349.997438695,733597.098885651,693615.594403121,636868.830763641,588420.956218243,556385.77707307,496544.033993848,437633.137816978,381528.977540304,342101.903680078,299406.326766892,254489.637289093
"Sample 36",960000,947265.448819304,905513.587846394,874160.310124417,823458.563308877,787875.714635288,753609.449757093,707360.958831717,691149.613488532,657813.456002646,627564.127982376,606019.674054351,568232.985358668,524880.341174968,487659.87102531,453767.551767603,423188.105759776,384121.781199471,352844.326068808,314341.905124024,275163.459195555
"Sample 37",960000,995237.101018491,1004874.41943051,1013085.63247697,1061414.59634775,1097486.96210876,1123065.22515443,1156330.56821271,1179394.6757263,1192214.41197208,1208110.95626651,1232109.56097976,1259146.76467045,1296099.16492682,1311667.02763877,1343118.99158931,1410692.38112046,1398643.7346449,1429308.7336525,1461294.36095175,1517663.48429862
"Sample 38",960000,1176079.6797819,1125967.65816941,1180713.99993541,1189130.91362939,1182497.12997243,1187852.04514466,1196633.67095373,1212933.91547472,1225975.54386738,1261732.99514131,1285202.24909018,1345975.20193332,1395646.31265503,1421901.05803679,1462181.94047529,1519287.91795247,1568089.86199142,1597311.25343157,1688118.49917781,1769021.55323714
"Sample 39",960000,987378.353901464,868301.373732592,820409.134405586,760901.761236879,669594.894446593,598941.430269489,532938.114967818,468656.616931647,411413.490791312,340233.090562746,295487.839545222,243499.524220222,186371.023826147,134818.981764671,85634.2453203049,34420.3577322909,4730.51458524242,378.374579853201,32.6050622209447,2.67657083742232
"Sample 40",960000,1054851.681643,1042884.32211321,1048750.28177078,1073240.27405755,1078073.66008858,1097544.91072441,1119285.24900971,1118498.91623289,1155513.95522059,1161505.16051668,1190560.46188613,1197743.94666362,1192794.50340129,1186670.08094779,1219088.44189238,1191376.08873543,1183205.08912484,1211193.77034015,1253938.44457032,1274768.5335294
"Sample 41",960000,1161892.65014902,1032848.32780389,952182.309576804,876144.535626769,816297.775326018,751183.134898171,665840.254535646,596622.266909279,517168.469842753,431928.591524863,374588.136799759,308838.260834304,254555.335512619,183287.068088885,116463.398226357,53346.9262987306,9037.34075446666,824.542237300934,77.982387215223,7.35057769651342
"Sample 42",960000,1218511.42194461,1217785.15669155,1226754.27761763,1223449.12030046,1246202.27752451,1250276.0537208,1249832.43286611,1261144.22569505,1321875.53973194,1331440.70221186,1370561.15133371,1391509.38077199,1441540.63450528,1477537.82567621,1487900.33977116,1506802.91372172,1562595.04778345,1600580.0046182,1655290.17115065,1749483.87084376
"Sample 43",960000,1085033.36435368,1133613.47613077,1211145.45820447,1278874.39165369,1323359.57515249,1394182.21862261,1436453.71011439,1518357.15606911,1571870.65653604,1638789.52236097,1751005.22564851,1859299.41816515,1987313.24471895,2118373.59619764,2228365.76726709,2408971.0467311,2521650.84002998,2665355.73348912,2833185.51960084,3020268.9235284
"Sample 44",960000,1030785.50482488,918764.882867614,853899.826168941,775710.559476915,736546.736151244,678187.202308308,637392.477634017,582619.111340367,525218.853500601,461560.938146493,399892.03492772,345813.027222561,293657.714924503,234535.068431688,177541.11993198,122198.67908098,66732.8077834852,25023.3082055758,5547.70371385025,1263.67809958215
"Sample 45",960000,1158828.82434558,1118162.12617107,1135485.632319,1179265.67792311,1240161.26926312,1271952.69800317,1366042.89824818,1445619.78825381,1526220.20940298,1544426.83327174,1605456.47854417,1622402.87792851,1658499.89194234,1741858.66482799,1771789.76254848,1829782.02941685,1970678.76161894,1991119.85176966,2134081.60909331,2309225.6379411
"Sample 46",960000,968371.375049753,918238.011734483,881979.932995365,808990.663666715,775154.978986623,738772.139655577,702957.151039013,676878.579268362,621985.727451874,606743.733330902,563053.168021901,516734.805019892,482508.262196796,436614.606390909,394379.65917983,340143.348680228,295503.433236627,265693.682877231,228634.720380019,195336.887915858
"Sample 47",960000,1460765.61004891,1328564.64187187,1334372.2579393,1288007.95918584,1290130.11402992,1239773.15811001,1202431.92963721,1157047.90322756,1148715.35167315,1090895.96066241,1089204.71827379,1032198.45531122,1002221.53599696,950149.381011814,902741.525907565,857439.637380464,802982.223821187,796289.471423688,748498.293172187,712313.438208415
"Sample 48",960000,1121552.60573083,1131362.00315162,1065219.30685829,1020079.02939671,981414.387748153,941361.823933762,932654.043488488,921141.074470653,858501.216509394,809745.50183748,757664.036025387,724959.348928367,683763.355385724,638634.170951103,585278.357405732,532803.067743016,507972.691719635,461644.7176927,417591.341931627,379194.754607306
"Sample 49",960000,1132828.32391289,1143024.14689659,1142490.41144745,1165701.24189427,1186993.32189538,1195165.25744971,1233457.26698746,1274312.6567782,1313539.52596097,1373910.82848884,1348624.64899368,1398685.97191907,1428007.96712612,1514596.1438521,1542639.82303992,1545909.04661401,1589000.31220201,1590461.88442986,1688639.69013078,1748439.85062717
"Sample 50",960000,1487912.37445235,1285066.81636367,1273404.77528012,1199535.99732667,1169174.6460869,1090604.45067297,1043100.30742294,936787.703843797,906149.490348925,877100.856751362,802159.523840943,726053.878313184,657967.432016374,608456.078673839,534189.453202609,489007.43229845,431198.873613774,376692.051753791,334441.421389145,277476.752698371
"Sample 51",960000,1100852.84843489,1065985.9836776,1054061.08093145,1074802.65450789,1020613.62635742,990411.672857608,938035.87641926,912520.691215345,883495.630817304,851291.640246361,832109.617170359,814126.017275064,766392.961997123,744019.862889515,700512.735932119,686687.845257874,662296.268940194,646304.324218436,616823.584399494,594853.966090169
"Sample 52",960000,1075558.94021447,1094745.05322004,1135465.7475449,1188134.11125973,1215036.12423892,1238082.75429101,1290865.51556348,1357547.89207516,1461996.21951934,1581831.4491299,1714026.34079602,1837679.12261927,1925169.06302711,2060434.33773944,2222483.97422119,2399590.1684296,2591842.65550013,2772565.54548661,3032041.01210082,3167502.97756998
"Sample 53",960000,1159250.70853699,1163725.6560284,1231479.7522327,1276035.89905487,1355893.53993801,1446850.4821249,1494848.43394804,1539194.05756587,1565158.08254812,1649130.22945067,1690074.70999708,1741039.92842733,1829649.90441049,1953093.94508854,2080474.81086295,2173893.70346548,2231270.47142268,2307970.8611554,2493602.19767618,2585482.82387619
"Sample 54",960000,1024734.81992172,992548.252072276,971736.579724541,994952.717842157,953238.406303257,934116.612406452,927837.766534479,933729.954249738,919076.329650314,923408.01321382,897235.55540987,856380.950092768,829587.990669907,813254.29964629,787171.194068124,802901.532760744,774221.862257234,780005.626012861,777331.749998715,745112.983297466
"Sample 55",960000,1141954.71721204,1149395.65448178,1123388.6286944,1113533.77536688,1100717.29388137,1122862.93116333,1121827.89682282,1130022.91732602,1117927.44503476,1126124.32568005,1109996.29996796,1121470.16985123,1077283.15832504,1088846.74365166,1069793.73587652,1052761.44961636,1050394.99893929,1054817.28613376,1099003.98459974,1121906.78000476
"Sample 56",960000,1005719.20627987,1000955.15006419,988642.60224527,995153.088712137,979598.14641605,992661.061764955,997811.374953313,1007619.12784023,993447.982034919,976051.630221224,970582.213039606,955230.777166706,953773.462538629,941662.807977016,935180.741485541,892536.692425854,863504.702933884,870557.453754853,902867.302224388,913011.60773746
"Sample 57",960000,1603202.23881595,1612678.9730201,1615830.93482973,1627661.75952017,1598877.10509208,1550583.64687231,1581819.42278138,1609761.52200749,1604397.14418451,1542193.10675788,1521630.20751754,1529351.00891438,1518645.82572634,1553206.78382017,1547264.33658024,1550389.71123118,1509153.95395403,1503683.61628275,1506849.2292269,1561433.16389205
"Sample 58",960000,1249629.37011822,1241011.44299707,1186985.54621175,1120493.40530897,1030250.09597565,972138.665550527,897710.506788669,856661.417440469,821060.388987284,764492.653583704,729108.77187657,651311.857011466,622165.949216717,563226.837516671,505886.345379857,433181.890552875,377662.424197618,317006.059296536,260630.990784758,198463.560823566
"Sample 59",960000,1258264.32279881,1103940.56441416,1002981.70009319,926834.711380263,822851.742672575,722847.404029783,655946.902479855,561620.528231199,504224.997736992,419612.801793713,348944.760185647,260369.357694949,179272.35703345,105167.146664477,39024.4259713559,4601.92673048707,0,0,0,0
"Sample 60",960000,1289545.8379836,1174873.10584923,1174073.25628813,1124469.18342778,1089249.22556148,1043987.23902084,991503.890676577,981499.466540292,976451.506164298,944694.339339222,924413.111763207,917014.407203607,890995.679150059,850730.571379353,844246.476940766,804744.738762878,779102.248090453,710977.49218074,686267.783481499,678840.170746774
"Sample 61",960000,1016491.50185933,1038718.13164747,1034588.94615327,1042846.69624589,1075374.28041594,1071566.89420485,1070386.28328832,1080351.45954041,1134890.24086987,1147758.90141733,1172976.49731263,1185097.08074446,1201529.3008499,1250869.73225698,1273521.87755389,1307499.51008684,1309275.70227403,1348741.49738666,1428325.27634047,1492142.63995232
"Sample 62",960000,1012813.30846409,937241.213431495,869288.205261985,796342.222436513,753121.383098508,686156.026647015,631593.627617274,559417.237204985,499118.716337094,434528.543244589,380949.142439182,316162.263540715,252781.512728298,202233.619001257,142674.683243472,88918.6427814551,33413.0891883557,7178.53019947313,692.295189786205,70.4005121051524
"Sample 63",960000,979867.216046804,965515.131058228,960881.527530979,925059.695780155,885310.614502173,865445.183748971,832011.442533095,827139.967132959,794315.123007349,778787.202187162,739752.039699153,713175.411254702,689032.681865374,685561.752844244,656644.508249034,616077.14779397,571650.319707231,525826.403688104,498104.08686073,463704.345361251
"Sample 64",960000,1028128.57813384,1075413.14475453,1082720.03044262,1093903.42339204,1151421.5917761,1203430.97239692,1234360.15893675,1284704.77728133,1359585.03336521,1387499.08657571,1401932.1094501,1446477.02307587,1431053.16982735,1491789.74674218,1531122.01745775,1597929.04358636,1684912.01139657,1757757.5391977,1833278.06012548,1896416.35362617
"Sample 65",960000,954573.29263351,921854.160087595,889742.611147263,848626.518090366,826821.304701365,779564.800869632,753806.047957808,718070.78579637,678217.644775911,653655.842379309,621078.226201319,571735.456106026,516450.685321389,482147.366837881,447488.215365245,399569.902531664,354772.374957541,316019.474213692,272156.550138027,231713.054216882
"Sample 66",960000,1135923.31277132,1136007.67006577,1157590.00474752,1203783.60999029,1208052.28331514,1249528.78523675,1267300.3530971,1284000.78243276,1340969.10629256,1379840.12931855,1416235.76004865,1511945.02165957,1526827.93625257,1599635.81121184,1658375.36647834,1740137.08003482,1870012.07687603,1928870.77238312,1990803.56679457,2140904.41739077
"Sample 67",960000,1006546.90411882,939983.591076014,920992.03818315,865756.480684415,808434.172786017,768397.856370467,698272.284832139,652908.197084536,597661.154596624,553872.66392116,498052.556143579,448867.290217715,397068.214989658,340331.321904114,296916.33787671,242295.236083615,189076.920607309,147952.510466605,104269.207041451,61519.0666133096
"Sample 68",960000,937601.169020835,898737.88000004,878480.018294536,834437.151838093,793286.311872887,763687.285026075,713104.216613255,667583.516321554,626370.574658999,590568.942676699,528499.436312108,480015.343041236,454524.734855243,407900.074888837,362890.30277369,328914.855886105,273326.631040166,233663.092381966,195027.183990788,150495.515148256
"Sample 69",960000,1214442.74729827,1180381.12523738,1253084.24770563,1259839.19399037,1277046.6250429,1321151.43553431,1373292.04411646,1450077.2581353,1517085.97852149,1594773.46210728,1623101.48306925,1619083.73169135,1667309.89900775,1725936.24176045,1790438.06463106,1833190.83348073,1884613.98091198,2018769.81616336,2036377.30327019,2206371.10174168
"Sample 70",960000,976784.332039283,968865.500131259,994529.473071472,985923.214422144,980501.03415019,976272.112482588,992354.462049385,974087.006600365,984665.54028675,971729.827113508,973064.17631915,958184.594992439,932248.447320842,952489.1536258,943340.950344912,959699.435727213,941962.557057497,964049.800351129,993081.759038466,1010053.03719649
"Sample 71",960000,1126970.83222054,1073911.22441571,1061218.5423654,1068245.85866146,1113304.94187752,1123718.6119164,1137134.91112959,1115713.9209585,1115710.55614576,1115690.4944369,1120983.88858883,1114559.62820178,1118369.73663608,1160633.00564998,1161814.85157999,1168383.30684695,1152467.00141909,1132943.96936212,1128948.71783386,1128618.08438286
"Sample 72",960000,1144894.78892516,1151581.95609161,1190109.6889116,1195580.56487064,1232923.05148305,1246347.79830895,1275785.10765499,1326870.25030429,1367435.31310342,1425958.39108143,1458115.21421885,1508519.81897179,1572144.43038647,1598798.22739444,1629431.36411125,1682620.33084557,1745866.50465504,1841377.89314363,1968125.86200757,2050875.7922314
"Sample 73",960000,1163045.95644548,1040763.62121859,993165.54097725,942814.329335421,846387.356678705,790656.247774833,748563.378714075,695927.113759017,634930.574453369,591455.036374778,515945.585122681,453940.428186644,393330.858997707,324578.05918429,260291.653531345,199920.942274549,127411.818706905,75103.4029120214,24500.8429509978,1796.82213709597
"Sample 74",960000,1317246.63233144,1334332.88969189,1335630.73802791,1336936.90746674,1360959.84018445,1346972.68954024,1357462.89589529,1332155.40022668,1295186.21764499,1298015.34041753,1331607.96149397,1338658.82880706,1378803.95151947,1352851.88692678,1392226.74024259,1414289.04987046,1457255.70093879,1500204.03507978,1554524.30558236,1590783.75217355
"Sample 75",960000,1000481.70970192,958891.070754841,947569.068607857,981501.478542054,964782.827642147,978081.329626618,973934.116977763,957763.47370505,971905.016021376,950661.822697667,965056.005054458,931461.25290725,936023.067701239,919496.612343838,900558.447616477,887201.657160032,885079.154683533,869711.784497448,848022.594997331,827780.53524656
"Sample 76",960000,1116166.92961173,1021843.3615017,998580.660600409,958054.932438664,949236.566687308,915162.984367746,875669.693635673,835424.096677815,809293.011607195,775075.810623758,748543.82784343,712674.35356056,683783.912057852,655484.596412667,626665.783376021,575041.556150895,544493.637316628,515946.841234637,470969.623431863,433462.368716064
"Sample 77",960000,1148028.64316065,1093964.44922835,1071683.92051438,1054862.4797241,1037853.99298846,976526.864246335,966203.012751848,930985.835793025,888040.552682793,844528.218921638,826807.027946283,765305.596303758,717096.654345913,684659.8947333,642808.293104199,600795.529128813,541581.757570436,503195.984671465,447020.448799729,416776.614807094
"Sample 78",960000,1134685.00735656,1178602.27976371,1161436.99179843,1149300.07376096,1134539.65440996,1170526.50892651,1172826.23209972,1178522.58523596,1199507.01089815,1206541.13077453,1207923.39426857,1179037.45096843,1168086.64881208,1147676.23113333,1134590.85090078,1152587.19462706,1174984.16631677,1181276.27139156,1158013.73905443,1200704.61453004
"Sample 79",960000,1008704.65095358,1004484.30524085,989344.486788612,988194.912622272,964851.668825936,945230.658567607,974047.14770027,985678.508501626,1005825.81341022,1020695.79333919,1048141.14354112,1090026.99305243,1065567.20587286,1087409.20000912,1094992.01767353,1102448.32668705,1122490.97915094,1110922.02108567,1083459.80591174,1078327.76966963
"Sample 80",960000,1063640.6509028,1106382.38960456,1140522.06421054,1158101.36261191,1210808.98541045,1269227.12543089,1282493.42852255,1370656.73338506,1438768.70781063,1535891.12213382,1561275.74111785,1670625.86632823,1768273.65107247,1919583.75571019,2034169.14017842,2188339.33204824,2268487.01053787,2363488.02961069,2560954.01266966,2678543.81997623
"Sample 81",960000,1191172.94063162,1176095.12725639,1230945.68508867,1303438.96773852,1329916.59207185,1380759.19171183,1462687.40963476,1509272.77786669,1595218.81528156,1648764.58149654,1687444.75420734,1824006.70992702,1863625.34519237,1947181.335263,2127266.62555714,2203771.15486649,2351050.38106935,2532692.04972577,2709174.89142375,2877697.34463108
"Sample 82",960000,1036852.19839229,1044992.96672382,1056189.26562347,1124032.50028628,1124674.42709789,1161846.71662363,1170964.15797402,1199194.34986006,1237617.92357006,1233188.14111961,1257868.99582568,1304926.17723801,1368317.15973658,1455584.14683922,1538166.02035383,1611376.61490265,1615445.44914913,1662337.27622279,1764830.4018875,1856995.37284894
"Sample 83",960000,979565.338200307,908467.250909214,883057.385438202,860307.428412237,796719.448205179,754329.305148678,710216.630864824,668722.986481105,615328.558984494,577773.292050769,543659.167469327,497296.949534919,441985.530562748,388291.823190933,330262.289032232,270714.615075887,213140.688244124,167825.92803191,129229.551958624,83959.3718699449
"Sample 84",960000,1036251.91499838,979535.857167202,912570.858160137,856809.414313079,817690.265243112,753346.23011787,686067.286454827,621982.934901476,555307.712755293,515629.819558919,457523.555332078,403256.0026736,354997.495747502,304667.977323425,242734.930312149,188310.575510498,137676.785526061,84730.1319404852,36668.7015023394,10585.9886161404
"Sample 85",960000,1303628.33131208,1191637.02932688,1132588.82424291,1104717.44275795,1054520.90269324,1030403.56320645,967606.752845261,916928.897904085,849647.314766326,810820.667851957,779313.34454454,728365.756774151,664879.459220282,631458.500256036,568066.896358409,508461.317219987,467858.584657489,413547.752215973,366988.889046098,332303.00260709
"Sample 86",960000,1202558.72517155,1144165.78240366,1170728.89354908,1173321.82067743,1168126.38836134,1170887.3924236,1178213.81667238,1175020.96649199,1211943.81614487,1208374.81544612,1185052.88055355,1177615.47807915,1215887.14109667,1189445.73478307,1228714.20360951,1269430.13886911,1223000.97192917,1226909.37457972,1211153.16913786,1235735.94033014
