"","Year 0","Year 1","Year 2","Year 3","Year 4","Year 5","Year 6","Year 7","Year 8","Year 9","Year 10","Year 11","Year 12","Year 13","Year 14","Year 15","Year 16","Year 17","Year 18","Year 19","Year 20"
"Sample 76",960000,1152184.77918992,1207246.08106105,1254329.61161731,1315975.98299518,1405016.92298706,1427280.98266624,1528085.31597822,1628917.88668452,1682574.07557991,1832353.79688142,1887268.94099819,2019699.77361526,2051096.04625325,2183355.18575913,2320548.59362373,2441750.47257189,2560073.21740495,2705812.94666888,2887003.38680493,3027226.14816564
"Sample 77",960000,1300032.46652834,1312565.17160863,1394040.42137481,1483541.4453918,1557565.13438476,1621971.07253347,1782795.221145,1828335.23887242,1967443.57206633,2059358.38820288,2092822.95810875,2175299.30389858,2241014.14318059,2317165.09838579,2365410.8367308,2431133.16485804,2624797.20115012,2726700.93796233,2867569.47156793,3029745.59553212
"Sample 78",960000,1086975.38128671,1177387.45783273,1284769.43930531,1411165.24820566,1503791.57306736,1701007.39137969,1831835.97583267,1922358.98527052,2051206.55929618,2141415.71399701,2360502.9568515,2566935.69111259,2758292.82168858,2970004.64683817,3207155.00520415,3295586.92865696,3541238.3254397,3750239.3247769,3962534.09034008,4247585.23967479
"Sample 79",960000,923662.583148086,884929.348052779,878725.080604565,844116.367151038,825014.617733555,856177.232806004,877876.50979453,812519.629398623,793481.53735822,809836.754171143,811978.15618092,816190.479395745,816470.287638627,786343.149613688,751353.72970968,745746.063681797,707026.930746122,712791.071078914,662833.187875048,658382.06635446
"Sample 80",960000,1168160.78145726,1162983.56544617,1188819.13207724,1285881.88189909,1308271.03706558,1365579.8797872,1405066.86438484,1508864.04960414,1538458.15020594,1562983.81853677,1597798.20904108,1643828.25852924,1686301.00566295,1747575.39875906,1799634.41274089,1872570.04414731,1952230.27414923,1992285.15594969,1982886.42811142,2024206.07140969
"Sample 81",960000,1045907.72700721,1045887.89492013,1062405.80125902,1094924.39072159,1124830.09103936,1153326.96638251,1183163.24521235,1186584.40031802,1203423.43993048,1195296.14520929,1217368.96247434,1254172.89953333,1254634.37362977,1274655.46672222,1254583.97111015,1238479.94228962,1277456.06535415,1282072.01210162,1264032.33479128,1263911.73255082
"Sample 82",960000,993781.857370402,1045511.53264271,1085574.86777977,1105105.65185975,1143629.75419835,1151071.99568658,1156956.12938881,1224075.97688819,1217697.07551216,1242210.71567763,1249643.01886641,1278643.55417244,1308874.92198117,1316038.11653333,1367156.84334766,1389245.96775736,1409694.09677096,1423705.76134365,1438316.72835335,1510223.04053576
"Sample 83",960000,1098064.24345479,1159162.98147464,1186137.62293475,1218084.11027152,1274494.77597454,1371897.16072455,1439522.25498631,1551170.0325885,1573621.63991769,1660088.88277529,1749540.62747187,1872439.53048763,1923483.54562111,1986131.40860247,2103149.42310343,2206922.88228351,2322346.92813379,2386353.84921393,2505565.6690432,2648142.55499367
"Sample 84",960000,1347763.69650471,1358924.03694065,1449960.14503205,1506426.79396407,1566775.18018969,1569996.61296025,1645532.71278541,1706632.75877136,1768987.54309686,1878443.59824628,1909987.92715582,1997168.19468523,2095462.48477912,2158962.6669334,2219290.17849435,2341944.10554312,2412331.35340042,2548065.13740726,2651686.66072769,2830274.44356828
"Sample 85",960000,1159261.56602399,1162061.94460962,1191008.1291611,1246869.36475912,1304590.66273689,1348603.16557326,1372612.97876449,1407267.70320234,1518387.64180283,1563895.02729514,1619645.91003174,1714854.14503233,1827749.42125195,1881797.43335142,1889482.5559846,1946881.46987583,1959009.56216326,1990218.68417975,2042850.24674281,2023930.93173281
"Sample 86",960000,1289165.75065615,1405528.72945142,1552059.41311559,1680009.97080494,1842511.26062432,2016522.98898393,2213561.71289742,2290758.39028832,2473120.58222857,2702481.47870369,2977387.74838474,3329450.79757281,3622197.24118858,3980984.82281229,4195819.59617572,4507015.6634295,4856386.89672524,4986235.61590477,5482196.9147035,5997431.04709749
"Sample 87",960000,995793.860922613,990888.803715745,977300.84367875,992763.95111373,978297.041927682,961967.827105703,933649.473361916,932358.666761801,913594.18226975,890852.416138849,881472.309428532,889187.32876633,880906.800005548,848422.632313127,844773.550893503,822820.26095496,846216.528421999,805014.924519147,792574.666800432,812727.672881488
"Sample 88",960000,1278112.42806183,1340540.60605636,1430141.82844115,1488004.69154289,1575638.80460928,1700893.85685751,1802220.55003189,1909562.29174594,2020410.70395516,2142909.20051734,2282492.05751213,2387621.82720962,2521816.32269352,2600412.35189212,2751243.1299028,2908661.28989665,3127467.28901402,3200913.62982973,3382154.94332827,3472394.30648631
"Sample 89",960000,1013750.57264673,1030440.61283675,1002135.11120966,1035176.4183658,1032808.67952561,1063145.92982256,1072364.04156538,1081066.0541213,1074536.57833193,1060455.44803537,1044091.88471052,1117016.60949318,1162379.40732682,1216631.46932317,1221713.24108537,1201953.11237022,1237423.77694825,1235917.29198575,1259375.77301331,1264694.32444716
"Sample 90",960000,1234064.8598255,1226219.20385369,1286692.22507316,1290902.41200984,1345271.5832446,1408863.07915548,1449963.34231798,1556838.72509304,1554642.0186674,1611184.29250056,1623916.13001057,1705541.60502366,1793368.3543298,1877181.41375213,1928495.08846284,2007641.36779315,2043636.19714718,2108286.73957019,2194758.36357187,2319992.1877356
"Sample 91",960000,1222466.33238772,1177064.72326822,1212514.43461478,1257825.47551117,1263082.91090384,1265688.00388223,1283136.89325213,1251685.93380537,1286030.10937679,1287632.41883193,1327413.80042025,1336238.82158482,1359665.07954939,1364474.84438259,1375197.74258752,1355765.36282153,1415075.02759355,1414406.34585817,1410511.88268356,1361122.83340344
"Sample 92",960000,1197606.66808965,1203185.98495599,1278112.12406355,1350780.82198415,1340256.96412878,1396286.37263416,1470201.63054062,1528703.80053397,1602433.4617715,1675894.06663566,1775073.5816147,1899519.0140289,2076700.16814803,2164318.45842224,2352464.04457874,2448654.57495675,2559152.84530763,2754097.47101786,2873291.57507684,3008024.51019574
"Sample 93",960000,1095939.66261835,1092505.15252067,1044556.48322015,1069968.46257505,1046078.77902981,1056575.97238201,1035983.12141591,1058650.25642135,1045436.60749506,1048586.29634475,1022165.98873469,1019138.61348381,994344.799498995,953926.610737666,927822.572419866,897455.853875945,889995.183366388,892470.515335153,874946.241348931,860225.303810375
"Sample 94",960000,1105746.67880988,1157041.51006708,1183932.82262472,1232633.63039324,1289751.70396443,1366276.37816462,1404290.42712692,1458068.99455895,1463483.78813247,1512430.42350234,1669053.45006075,1680993.17391494,1831277.61754908,1845956.1510389,2033583.09665038,2090006.32166076,2249541.60552556,2403345.29328982,2468076.49516856,2569817.79512951
"Sample 95",960000,1284729.55754563,1280658.62087998,1355653.07952794,1466310.19178504,1631908.99403113,1780856.14277027,1898047.80883955,1958570.87067553,2037233.31179578,2186541.95447745,2267647.66584493,2466360.56003894,2608314.33336858,2774527.64419983,2970885.10927143,3208076.62195444,3525951.42848388,3771317.92835309,4086969.03232595,4404636.00733847
"Sample 96",960000,1112212.9647518,1026493.35697719,1055648.75852621,1025381.20153602,1035988.25286971,1003331.97059459,1011180.28357212,1023906.11025837,991219.463441939,967507.252709431,959882.247933017,967666.051097789,955485.698064928,960851.142977297,984166.098197703,987312.908850717,951783.40896641,935166.631095551,927005.824162437,931950.691114833
"Sample 97",960000,1293376.7102916,1351160.07253088,1426928.64078114,1495226.38346136,1658938.88722188,1823900.20562563,1902883.31607509,2027444.60308754,2233553.89368656,2385315.00213032,2481827.12554417,2705146.09782855,2825603.13940675,3075926.52578089,3355214.20538,3597134.43421939,3983767.48018168,4318666.40303511,4556988.0085287,4829316.37854098
"Sample 98",960000,1262185.2439339,1231835.63317837,1277578.98559251,1312382.45581723,1338608.48259883,1375579.57859741,1389886.97560292,1415341.72806573,1439640.78607014,1499017.72254727,1508155.36566432,1561046.70552906,1599131.17476834,1711985.56178402,1789138.56512917,1853806.7697579,1836175.22418214,1850234.93608277,1858595.48499796,1917101.2835285
"Sample 99",960000,1083583.06328321,1195364.21575814,1252125.56641372,1370600.91198441,1500473.62226395,1605547.72939534,1749450.34772796,1800395.80598006,2005535.474682,2173240.55639712,2306781.89965235,2512130.86679427,2607850.45707857,2785002.8704811,3072834.95951735,3327331.23599665,3609865.58512967,3868301.47769633,4080205.64244345,4376402.20674729
"Sample 100",960000,1144485.51032153,1206951.98233929,1261545.29368508,1353342.3253988,1375803.81150448,1446565.12410026,1534796.57339687,1614972.81039598,1662400.43551945,1688537.52841162,1749283.87923757,1854078.66714031,1913587.43453969,1962688.73816253,2047002.73837412,2080926.12064591,2152570.29486167,2287924.79677127,2280166.17733254,2394300.03320976
