Sim No.,lambda,JWS,AWS,NSS,JSS,ASS,PFS,JFS,AFS,JP,AP,JB,AB
86,0.997,0.919397512716972,0.994456832473356,0.976056884409505,0.445539832594505,0.907916542166275,0.467726522058068,0.944391608859547,0.999460031517549,0.892063915091174,0.935790850721814,0.761842280681932,0.960299237941873
87,1.001,0.845366139300834,0.957608224489286,0.956696517190675,0.870599318181701,0.921809976418752,0.551926711993399,0.714948831644637,0.970345128821222,0.803847817823955,0.853309184266676,0.764452879434484,0.985434911086121
88,1.006,0.729059899979751,0.999196919439071,0.939320155294325,0.965736630098237,0.998888113058711,0.554815288466293,0.801848942127272,0.858712442125991,0.68188723821719,0.866777131792766,0.771329210862022,0.864803058253152
89,0.991,0.873604286254443,0.933404502463096,0.992814013446631,0.931436462827352,0.997868693752844,0.401605987340999,0.466666752550436,0.975964354275195,0.872242498424262,0.874102885603892,0.6901020126856,0.985352833284702
90,1.009,0.983753296271735,0.991396019463464,0.332754783461179,0.801809873215827,0.966846634879972,0.490926523540705,0.697466380237043,0.952008126701677,0.498805828972277,0.993583420503872,0.899319908264183,0.904530952526274
91,1.003,0.942642657112657,0.942836241620084,0.729571395213709,0.825056210329812,0.985816215815502,0.766923269925145,0.212837234378854,0.996741704826058,0.751802697624658,0.857050133816809,0.960182119984967,0.969222392159779
92,1.001,0.686151973463207,0.975387232153566,0.890971094566394,0.81637987368852,0.947831881595561,0.485483453674063,0.890216161343645,0.9544230070128,0.750088691535845,0.97069675903025,0.769046277702768,0.954421317410212
93,0.995,0.860110519471343,0.984904524346451,0.90624520446748,0.855204645738447,0.96536446397284,0.549194609202129,0.356989189185104,0.943431804219504,0.697087376487748,0.959623811134738,0.799380535644945,0.828055800965055
94,0.993,0.867945148196615,0.987518070081371,0.995654980296362,0.664206304849286,0.908765081016956,0.604455039655741,0.65171547949223,0.97259932400882,0.978264175358024,0.980044434318068,0.827423656154522,0.980503817133341
95,1.004,0.848657368959007,0.967994092014249,0.331025954704733,0.91308703007057,0.968638901238285,0.494639872940386,0.909842307115587,0.974367361677071,0.595410068278988,0.951981953005974,0.665288327517193,0.937241334030774
96,1.003,0.926980452760213,0.956511455413906,0.995086092088198,0.454473372235293,0.984484312961292,0.634338189703743,0.566524916885028,0.939209981607011,0.817808706618192,0.989373250873232,0.865241209273894,0.99446236436703
97,1.005,0.498072138842277,0.97562880837033,0.757035811878514,0.718447099221754,0.961493126820378,0.873594509538797,0.884010566653938,0.995929657419864,0.633671526939763,0.830096353379618,0.828966317363109,0.836191341501267
98,1.01,0.938382583630159,0.974654343905789,0.96035358692923,0.764702958531651,0.90575558117245,0.476345665138958,0.866379560379756,0.977211002115907,0.895232479485549,0.952061460706456,0.851581761322386,0.967349761951723
99,0.996,0.364754731281748,0.979724580859822,0.778730162077664,0.627294745148397,0.98490824478876,0.896034690115434,0.692004356623819,0.942682472279644,0.627698038840724,0.972505458048601,0.933557035639655,0.979771576183138
100,0.993,0.674999601059366,0.95133835640995,0.82302906322149,0.884044045764948,0.952375964658783,0.891467649981349,0.536446811813793,0.899919227787335,0.544513373777651,0.968519924877013,0.877572849651047,0.928200872063389
101,1.006,0.840800226873256,0.95982076156525,0.95831964425535,0.721515865861546,0.944023729969536,0.522964638857897,0.846479040498172,0.977522311062796,0.610668185350879,0.726984159839635,0.637760979133231,0.972711529666948
102,0.99,0.842009228465765,0.985635927180162,0.973241394180701,0.755469139610524,0.95442384015041,0.587751332872439,0.765854591906927,0.91105256582358,0.508102854157494,0.774560522145796,0.582735017543036,0.738502192423656
103,0.992,0.812015613066202,0.879433121420916,0.678691645433241,0.962166444358249,0.979590926897691,0.654214324673993,0.808562699924167,0.949948387607039,0.907018919884331,0.979464306398887,0.766835143123071,0.83923557827241
104,0.99,0.964849682978473,0.99755712900825,0.535734950287116,0.789459517857609,0.885897708050414,0.653168574343033,0.828753725327383,0.929442338017829,0.897979097515961,0.97101347603587,0.789420108113276,0.829012787241128
105,0.995,0.769842432598713,0.967447373040836,0.736746004412407,0.860140620382747,0.95315733079938,0.656998426045753,0.864076975839062,0.946023652574062,0.553928447333582,0.829948662368208,0.55475436951004,0.97264107732209
106,1,0.950119983462084,0.976760669536687,0.768946482649882,0.814389865514247,0.949539767628726,0.377912501379248,0.686176787849417,0.991853250717,0.699692219589772,0.896066469622282,0.945407607333997,0.951305961458995
107,1.009,0.651609935403124,0.979559183035325,0.605163825831995,0.963672830296324,0.98337895847821,0.761396919610776,0.430715643698067,0.977826298828865,0.859225425228745,0.885813170077443,0.868971166205138,0.945062502595173
108,0.993,0.689103817039214,0.988307178106456,0.688918508945404,0.711985042598224,0.938539881899572,0.768013000049144,0.899760679708492,0.92660828660401,0.815494842391177,0.947487517378212,0.601959212701078,0.854964218773363
109,1.01,0.627895880790519,0.988050604419939,0.978966523524254,0.833380146433953,0.923416840094487,0.741371058188401,0.878590568967177,0.911477766228153,0.501541885391537,0.796157315074491,0.749803356330407,0.974769984742163
110,0.999,0.912553811508352,0.925173192415982,0.970839071581802,0.881656558518836,0.962705165100359,0.608875848739972,0.744524034961212,0.906373422187562,0.894579450188277,0.945770395144309,0.914604758399187,0.92616200022453
111,0.993,0.829184317753218,0.943773361733099,0.937958446932753,0.971108551200309,0.973530682282556,0.394123581534116,0.709658860592032,0.968576863487549,0.838018011441462,0.845773009160006,0.90054275868583,0.982955377549544
112,1.004,0.780423759809605,0.992968577880013,0.636289532688595,0.698052707853093,0.983459570320444,0.548488270106568,0.792436640676856,0.939619116052875,0.648744571010683,0.893007981874203,0.866615127702033,0.986161856747801
113,0.994,0.781352037068828,0.954641545890508,0.95271221329372,0.76534059647879,0.944293318824317,0.483499715534733,0.690845759555382,0.99564621843324,0.832750630583762,0.952184368053577,0.852693175065308,0.884159231589129
114,0.996,0.743688422000503,0.91603913618026,0.916712412980255,0.928166488772588,0.987601885853671,0.637778356494899,0.921009874867967,0.937774103156203,0.895879993972393,0.902778367666172,0.537119224032058,0.791754221757463
115,0.994,0.798105521524805,0.996248830021696,0.989295444600236,0.851587377246616,0.975398850609826,0.365076323888183,0.190271098765516,0.992539874179615,0.849252324567237,0.909887668369914,0.415985787484988,0.71060614242176
116,0.99,0.947961986980003,0.983858307318206,0.978781411694887,0.772975061234683,0.949592046227592,0.861299007384959,0.692531855340609,0.703231899702153,0.529143426516054,0.929859710648709,0.880389354163918,0.995655694367421
117,1.005,0.905784885307375,0.998387698895756,0.853055118875781,0.76859212895405,0.98924823421925,0.485245874319931,0.857396828871444,0.877306470241993,0.539201883628614,0.855467097478453,0.66802316218088,0.953298472734249
118,0.998,0.479864981462968,0.891465509779954,0.764922110448645,0.865646718669906,0.985608418753884,0.855483759105614,0.78557556263355,0.989208577018958,0.865650479818997,0.957487280441339,0.833332145821471,0.996930381303253
119,1.004,0.804183525471725,0.891796506013955,0.992382006625792,0.964279497799489,0.968035894923537,0.61478241561824,0.659640124880382,0.992820102962776,0.676443296024391,0.940706049903881,0.719244608978449,0.856716427064315
120,0.994,0.915321042123366,0.942636127949571,0.861354987638565,0.888368623209561,0.92055128692537,0.546031581198256,0.919063748293493,0.989061465360787,0.731050716487922,0.909154902265758,0.415060903926675,0.79690797296881
121,1.006,0.933770726481325,0.980589272167769,0.867412989338472,0.601717072813551,0.922349864782799,0.757840081867507,0.878248055861348,0.888210726772937,0.521325457009272,0.838549096541347,0.917201737276625,0.9540168423677
122,1.008,0.85433409063102,0.992314803146961,0.686311966866289,0.861285221253429,0.957518028881082,0.452526493534692,0.557468847293768,0.9731157037203,0.948115308471555,0.973839657729585,0.736770690776011,0.912163225670831
123,0.991,0.942817535552296,0.999063546314896,0.961169347443983,0.80469530385813,0.842682913323148,0.598413965118128,0.891165534570426,0.95594834688845,0.611571602893716,0.853839475729298,0.600840637624375,0.89913097391638
124,1.008,0.912480115332325,0.992670913115041,0.642278719819666,0.685483044182323,0.962767427357649,0.420610109285119,0.772115038848092,0.96629382713119,0.967001248001249,0.982499905766659,0.483631579275478,0.877646860157006
125,1.007,0.884522883528732,0.949575898011059,0.948280631165622,0.812408313487053,0.936881464017992,0.518486665391193,0.839694826465572,0.994852976508872,0.842849312503177,0.995508777777072,0.715551815929903,0.742780445616866
126,1.002,0.347144273197057,0.994051468412151,0.918886990650439,0.971271941578267,0.982451841191085,0.316593466425978,0.80914494418671,0.995937365977889,0.888906456594518,0.939356698528382,0.741412900352368,0.796618665849695
127,1.006,0.919309484484929,0.972012105200213,0.722185889739932,0.928995652414828,0.967275540354341,0.477858215704555,0.683193574189464,0.936483907218713,0.882808950948428,0.948853760538562,0.702310592426548,0.934045391452086
128,1.004,0.892940780730218,0.968258745936615,0.855701499537803,0.844834713009127,0.972105519940869,0.371435384526816,0.744728661059876,0.95992757677348,0.56415955106328,0.953108126100175,0.818983713702769,0.901327964671313
129,1.004,0.986119568287086,0.986905543297302,0.983573242559835,0.411148456365305,0.975722470960775,0.671911738661123,0.313638131334865,0.952971945010663,0.7629040940726,0.782316796553814,0.771430199281728,0.838038166616532
130,1.003,0.801992623445169,0.971965993691529,0.72170147693565,0.948372938510902,0.954526718130087,0.639276138771549,0.850949354856705,0.874966138926221,0.837160917590597,0.89807965170798,0.949267257048691,0.967452813704341
131,0.993,0.907420977610849,0.931109918528491,0.914195930782013,0.591870395209649,0.992518181629535,0.519931279770793,0.849318774054846,0.93423792952907,0.708084191116452,0.983425654144789,0.862503662612719,0.884433561342807
132,1.002,0.902520438513356,0.996636428932512,0.895480759057383,0.863960250644938,0.925561883147925,0.399493233587232,0.974954969437356,0.99408905672887,0.748523280141695,0.869451655925249,0.301449028412249,0.685423643334162
133,1.008,0.419601374360044,0.99370431507734,0.839300828199896,0.660000578760953,0.996251882084726,0.648141899261222,0.720131331589512,0.990235241703304,0.64914759021352,0.907968858920821,0.526210166042283,0.540058892290557
134,0.999,0.95594547083433,0.960062490426394,0.913616481705594,0.919785103578905,0.954054196845807,0.388272142744438,0.520334182986857,0.960995625933031,0.416675151528561,0.943829359904304,0.865058101894001,0.953084394067473
135,1.01,0.83055472644181,0.876467329863609,0.977037912671754,0.718588874004321,0.996911485690742,0.608380602217174,0.815860564366453,0.995845230374832,0.79567496574564,0.930410314308909,0.569940815361297,0.958382935616509
