,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 940,1,1,1,1,1,1,1,1,1,1,1,0.696571673489176,0.754071342853364,0.831624438533559,0.834385464015882,0.753308870423585,0.691713686312083,0.814470892482437,0.868918014797382,0.858090787127614,0.904534844428301,0.8557854830008,0.852563067146577,0.997120902575553,0.989793193414807,0.991188609935343,0.98264724124223,0.935799846928567,0.961365878395736,0.990503148436546,0.929639300145209
Sample No. 941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75053224971192,0.739642378677614,0.735437631876208,0.737089335069992,0.834046832159162,0.799322648277972,0.790254371556453,0.84104507264588,0.9030716858292,0.901941267356277,0.908346977962181,0.863955634376034,0.959392094165087,0.999708442743868,0.920812545772642,0.9892867279239
Sample No. 942,1,1,1,0.824323199888691,0.824382684718817,0.749843238202389,0.78164563781023,0.828759768513497,0.759601542599499,0.792239106866997,0.898924850348383,0.8884289797768,0.840670279002748,0.876603515632451,0.891572568492033,0.995638228971511,0.937455456145108,0.938683542534709,0.990804374199361,0.955398811027408,0.946184523552656,0.927749000061303,0.973869723062962,1,1,1,1,1,1,1,1
Sample No. 943,1,1,1,1,0.829481074308511,0.792565699970815,0.803161392956041,0.731476575638168,0.821028277419042,0.777284916817676,0.731893429266289,0.838302649921738,0.884355877886526,0.869802524497733,0.898455252096988,0.917145775651559,0.963626979384571,0.986564148459584,0.933013610951603,0.967843842878938,0.994422953408212,0.975034801829606,0.954401641283184,0.952683052103967,1,1,1,1,1,1,1
Sample No. 944,1,1,1,1,0.7219194217599,0.702277496039402,0.691184382502921,0.827253204119857,0.728841711489018,0.819731910062488,0.701662098524626,0.911527786744759,0.871741876464337,0.915236433837563,0.878943136338145,0.866562746581621,0.995341188050807,0.987182280290872,0.93481325302273,0.940009737219662,0.994962668642402,0.943407047353685,0.977792658302933,0.923849796913564,1,1,1,1,1,1,1
Sample No. 945,1,1,1,1,1,1,1,0.720764733817428,0.808847182652913,0.760333272338845,0.824935213559307,0.788043448353652,0.78573637930816,0.808980221232865,0.840819398424588,0.906663739721291,0.837404005954973,0.908386975976639,0.901691554890014,0.995559523906559,0.978174709808081,0.954865031149238,0.961594426557422,0.98615030484274,0.977629502639174,0.987385862413794,0.924286042582244,1,1,1,1
Sample No. 946,1,1,1,1,0.758190458455589,0.696627401410602,0.776317165781744,0.773811022100504,0.782449891163502,0.813732470771298,0.768054503005929,0.908272242602892,0.914098676133901,0.853622954281978,0.896425585635006,0.868505874802358,0.938032088726759,0.930749549064785,0.945273643620312,0.977911428492516,0.989699402377009,0.961375376675278,0.960499540343881,0.950814791247249,1,1,1,1,1,1,1
Sample No. 947,1,0.803656415514648,0.800492060989141,0.760408501735888,0.81840767972311,0.686682067417074,0.72287651475193,0.811728803710081,0.886884675347246,0.919213606019504,0.915896035942249,0.867699604080059,0.836364669091999,0.950370764639229,0.984435279928148,0.930742143411189,0.957541300356388,0.931472356151789,0.960574753787369,0.983114030268043,0.953668116629124,1,1,1,1,1,1,1,1,1,1
Sample No. 948,1,1,1,1,1,0.770333678544499,0.777171951952856,0.808521666903049,0.822956669541541,0.778957656038925,0.753921670875512,0.781754599932115,0.854234270217828,0.914046544300392,0.856422559869476,0.882614138862118,0.873833996414207,0.923199258930981,0.923665023427457,0.963875400777906,0.9237492768839,0.938592562582344,0.92468986293301,0.926622527055442,0.923967756312341,1,1,1,1,1,1
Sample No. 949,1,1,1,1,1,0.798285012600478,0.810943770165555,0.819503576787189,0.708848767868709,0.743604776439257,0.81107106923731,0.767827494734898,0.872931436159648,0.897678140470758,0.893334914428182,0.848547180253081,0.882399563853629,0.954829577226192,0.984812942948192,0.937789083756506,0.941642418969423,0.954644538853318,0.921823319178075,0.984081725161523,0.986257647648454,1,1,1,1,1,1
Sample No. 950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.798908735161182,0.734520789691247,0.786782087561674,0.809517526162323,0.793702450954821
Sample No. 951,1,1,1,1,1,1,0.690618706682231,0.796459192655981,0.790451402963605,0.779227190698963,0.796855052690022,0.704844534631353,0.807409975923598,0.918048553016968,0.914891176677309,0.847073541894555,0.906106509421021,0.867836842056364,0.970310826972127,0.959395492933691,0.941913930475712,0.971878555677831,0.966024783123285,0.961039663404226,0.975119959246367,0.991085721552372,1,1,1,1,1
Sample No. 952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.703873470089398,0.738311202115379,0.804039209558629,0.731562431926373,0.748498849944677,0.778872662388254,0.807027844853234,0.893788081548177,0.869749195083044,0.8560684816055,0.911571374803782,0.91506390055269
Sample No. 953,1,1,1,1,0.761620319019072,0.801632984240074,0.686771690253168,0.831549798908178,0.726566287410911,0.724021782063879,0.790624233546201,0.848553561739623,0.879885403411463,0.862764830415137,0.875255505207926,0.846228655423038,0.936605337802321,0.92875275561586,0.950535006448627,0.996382773350924,0.936899923104793,0.988568674791604,0.98786490874365,0.993762258868665,1,1,1,1,1,1,1
Sample No. 954,1,1,1,1,0.698893193773925,0.710250254558865,0.743805053319316,0.765454872675706,0.729061172519811,0.806882426481694,0.733694916999899,0.90397772167623,0.860805101907812,0.916891288037412,0.874346392551437,0.854783297870308,0.973498312309384,0.970994479674846,0.927440694402903,0.970317363198847,0.992763951458037,0.963038893397897,0.958048013672233,0.974888778626919,1,1,1,1,1,1,1
Sample No. 955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.721463548381813,0.735077702162322,0.686555798236746,0.752229256219231,0.735146985961124,0.686687455898151,0.690438590304926,0.893378117883578,0.860387368643656,0.870732178742997,0.912844197106548,0.902211700716987
Sample No. 956,1,1,1,0.711798550492618,0.772586032062769,0.821205423703883,0.833735252755228,0.758477295075078,0.830158664532006,0.826375440008938,0.887988366205245,0.845305807283148,0.897217467507347,0.859672058703378,0.892278182313778,0.96366842309013,0.922068682406098,0.949114561025053,0.958826224189252,0.975208461247385,0.938968687467277,0.985756582021713,0.921203598547727,1,1,1,1,1,1,1,1
Sample No. 957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785753332231194,0.783621556301601,0.806731714973226,0.730686334975995,0.810995314679109,0.821532129893545,0.810264082440641,0.839685944819823,0.913098362252116,0.858398327746429,0.917690510587767,0.919213358594105,0.932331268750131,0.940596509128809,0.948808726090938,0.992512664403766,0.927487173173577
Sample No. 958,1,1,1,1,1,1,1,1,0.800828810933977,0.826901755914092,0.809948580445722,0.722810103536118,0.747310000892263,0.691216655344702,0.724550838083029,0.838242166899145,0.853597887024283,0.865641504487023,0.862513304024003,0.906269219657406,0.964739489518106,0.927631441503763,0.970769862551242,0.985370839778334,0.953506080601364,0.947696528434753,0.962998866084963,0.935727190561593,1,1,1
Sample No. 959,1,1,1,1,1,1,0.722164004472084,0.793035194151103,0.693294734707102,0.686984114676248,0.830818893424235,0.835683488125447,0.82742372070346,0.90555898028519,0.903898837311193,0.906575531989336,0.865541441184469,0.853076704185456,0.935571320168674,0.983015322312713,0.98552021343261,0.998678278923035,0.933936296217144,0.965066149365157,0.943396355845034,0.985217851698399,1,1,1,1,1
Sample No. 960,1,0.831458207337651,0.822363633791916,0.757574037056416,0.816687527393457,0.709045741580427,0.797423924635164,0.721926527099218,0.849103341505863,0.890372654070146,0.888990335261449,0.895096779634245,0.916261102761142,0.966282445527613,0.921116551551968,0.95271134102717,0.928841053210199,0.971049189623445,0.978118796739727,0.922975793331862,0.976745200194418,1,1,1,1,1,1,1,1,1,1
Sample No. 961,1,1,1,1,1,1,1,1,0.73398197671771,0.798725391716231,0.731040162664373,0.808061629919335,0.721289609257598,0.747452031473164,0.831996835944243,0.836182510820217,0.914568106384017,0.905355090783909,0.857230832936242,0.858402093341574,0.950209363307804,0.955640438590199,0.935412293914706,0.92699868587777,0.997457837313414,0.948255486320704,0.976912432741374,0.922377419564873,1,1,1
Sample No. 962,1,1,0.735051803024486,0.833795651946217,0.775457692729775,0.783344210755546,0.754882045242935,0.810272209603805,0.761095265847631,0.875938427709043,0.881375644188374,0.863256790556014,0.84387380769942,0.873163462667726,0.990134109873325,0.949082677662373,0.968162410799414,0.933771625552327,0.960808259770274,0.936979612912983,0.964561546538025,0.925134037490934,1,1,1,1,1,1,1,1,1
Sample No. 963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712157513004728,0.805651766156312,0.785829797260463,0.697009713215753,0.764275755851064,0.797421408772003,0.720380795853212,0.854032305084169,0.872772842130624,0.888961668649688,0.883971513255499,0.851157640436664,0.995589183904231,0.999926878716797
Sample No. 964,1,1,0.771249638464302,0.763242107130587,0.691721328093205,0.828310629715212,0.770231720061507,0.797355896235909,0.731076990651433,0.910546412865631,0.857125153755769,0.905282732143998,0.864385004105046,0.850908394442871,0.954995497576892,0.980305792167783,0.944345053639263,0.929555306155235,0.926953865643591,0.987483583074063,0.963327337913215,0.99152353445068,1,1,1,1,1,1,1,1,1
Sample No. 965,1,1,0.817139399879612,0.749850318361074,0.714351435612422,0.735738539021928,0.75105028475076,0.686123279879335,0.702708662989549,0.838251752340235,0.85202991064731,0.895057922111824,0.872500987486914,0.840829934510402,0.960572509393096,0.987586307991296,0.936824696157128,0.981523434985429,0.94051612848416,0.981867764703929,0.982774488609284,0.981625907160342,1,1,1,1,1,1,1,1,1
Sample No. 966,1,1,1,0.806727627852466,0.769239819784649,0.697163585435133,0.794179472363554,0.708535542189144,0.821546272923239,0.756028702903073,0.877397863407619,0.892540016160347,0.837294356194325,0.916911531546153,0.902294754036702,0.994719132967293,0.983051931373775,0.986547339223325,0.957840210907161,0.945086033660918,0.977768360264599,0.921100768912584,0.950626566372812,1,1,1,1,1,1,1,1
Sample No. 967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.76211618071096,0.687633299852256,0.762243647874799,0.714137886268087,0.760724106898066,0.689471338411327,0.694478807436768,0.844034547255374,0.889539121668786,0.873021180585027,0.911993112424389,0.876918984835967,0.961147108860314,0.982373740915209,0.98636432537809
Sample No. 968,1,1,1,0.708391280590091,0.799739011914004,0.722160177085549,0.832622602152638,0.789254452941474,0.691431805667467,0.80303917226987,0.884188079128042,0.880052528874017,0.858934051809832,0.851338402772322,0.842725488387048,0.970164884775877,0.959567395485938,0.976686657629907,0.938396922498941,0.984420933909714,0.980107024274766,0.978031461257488,0.967568404749036,1,1,1,1,1,1,1,1
Sample No. 969,1,1,1,1,1,1,0.784162732238416,0.720684486768674,0.786750930211507,0.826631107508671,0.750313634694554,0.812891602471005,0.780905742700212,0.885959378437139,0.890585746403784,0.909295321890153,0.887341423984617,0.87515714180842,0.998103976100683,0.953435640167445,0.978991177473217,0.984134179651737,0.943301060535014,0.969532830417156,0.921116042453796,0.920846278239042,1,1,1,1,1
Sample No. 970,1,1,1,1,0.692123145634774,0.813925015625078,0.687484221348073,0.71548945844546,0.741017434433103,0.808437485633418,0.833247856156901,0.885114735166542,0.860845138275064,0.885299261434935,0.858828287240118,0.886368985583074,0.937091446854174,0.958735394384712,0.953324253298342,0.959110516384244,0.964113243054599,0.98768510889262,0.984633970037103,0.943221808578819,1,1,1,1,1,1,1
Sample No. 971,1,1,1,1,1,1,1,1,1,1,0.829108839017805,0.734584611143451,0.813596954116598,0.833333205444738,0.693712796307169,0.809030885960907,0.716575145722833,0.881113159869798,0.915365224478766,0.894314899157733,0.836849410595372,0.870571118224412,0.991528803687543,0.985980881601572,0.98169121755287,0.996467666998506,0.981339209396392,0.999120265226811,0.959297870900482,0.980123423151672,1
Sample No. 972,1,1,1,1,1,0.826354882623069,0.831358626835514,0.794015976776369,0.74317219155049,0.778843062919565,0.785887746211607,0.693773194345646,0.854978296348825,0.873467577742413,0.83892739301268,0.881716847550124,0.859632296673022,0.948361320495606,0.967356734815985,0.922231976315379,0.985963801909238,0.982668161131442,0.982355170864612,0.997933330181986,0.967368795629591,1,1,1,1,1,1
Sample No. 973,1,1,0.828705447704066,0.686051650649402,0.691777798092458,0.739099824301898,0.694433668338694,0.825623481768649,0.761427501893137,0.851310728756711,0.868916929653846,0.876890818394721,0.851509715886787,0.903846828320064,0.923726723007858,0.981627757363021,0.949496863801032,0.931896611824632,0.92440173259005,0.985322933904827,0.927425560858101,0.967891229074448,1,1,1,1,1,1,1,1,1
Sample No. 974,1,0.721786945011932,0.713342702518217,0.795702451177873,0.686545816961676,0.794003001939505,0.726798176813405,0.721748797713313,0.899217835367657,0.849984378488734,0.900743416240439,0.911400289869867,0.873670318517834,0.991857622172683,0.928079754281789,0.929260315001011,0.931946885213256,0.933778709825128,0.996766290497035,0.957601204048842,0.950204863678664,1,1,1,1,1,1,1,1,1,1
Sample No. 975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.816990378267597,0.812091016130522,0.718932849111967,0.732747135359328,0.785884906457737,0.83077530393051,0.728957194556948,0.848174646921456,0.869876930934377,0.861724192960188,0.909877680253238
Sample No. 976,1,1,1,0.68776088855369,0.753450957547408,0.830896370812785,0.795226031310391,0.712157592004165,0.686872443348635,0.818185981911607,0.895205780037679,0.890090631105006,0.878703838269226,0.842825217016973,0.888689160913229,0.963886328004301,0.94651861295104,0.970553768835962,0.985623873788863,0.920392640046775,0.993896373733878,0.934107655193657,0.956306820940226,1,1,1,1,1,1,1,1
Sample No. 977,1,1,1,1,1,1,1,0.790918961273506,0.82862276875088,0.814775150328875,0.775628867292777,0.76079556335602,0.761645402737428,0.702284150781576,0.853445974537171,0.836585194709711,0.876289887480438,0.869750925515778,0.909670181169175,0.985563008375466,0.942839612346143,0.958027360774577,0.960266301892698,0.956200090907514,0.993378300350159,0.985963628925383,0.982836742065847,1,1,1,1
Sample No. 978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.765828646045644,0.835984822538681,0.745153729898389,0.698609233055264,0.81553397994861,0.696486838920042,0.710401171249338,0.898236480596475,0.846878918475471,0.845263346514665,0.846919204595499,0.836255799803883,0.982945142686367,0.980864829551429,0.952171920258552,0.960724471975118
Sample No. 979,1,1,1,1,1,1,1,1,1,1,0.687451546698809,0.695587262198329,0.782442430012394,0.810370287859347,0.712687176851556,0.831356914761942,0.767977825984359,0.878539459128864,0.873628263710067,0.844706811023876,0.845691978348419,0.908882785576396,0.964805286284536,0.995288486033678,0.948868706282228,0.967357236146927,0.93936221068725,0.948451259322465,0.952740930467844,0.930639048404992,1
Sample No. 980,1,1,1,1,0.766962553014979,0.687313111465424,0.763323115710169,0.704423041864298,0.710725064577069,0.801752107603475,0.711802243105136,0.893234233823605,0.848723035484552,0.888420378033072,0.905903550067917,0.895368623521179,0.970795522332191,0.934185744803399,0.96808338265866,0.993091628681868,0.972332728393376,0.97563710777089,0.968655803017318,0.944107902701944,1,1,1,1,1,1,1
Sample No. 981,1,0.746757927433588,0.689319275670219,0.809046716477256,0.750130471844692,0.696150397324469,0.807057124517392,0.696032860201318,0.839261115819216,0.871031431070529,0.874967156711034,0.909144941695966,0.908459208801389,0.934103676602244,0.939817221220583,0.944844988826662,0.988401293996721,0.995665818955749,0.95547320522368,0.966162290200591,0.990957571454346,1,1,1,1,1,1,1,1,1,1
Sample No. 982,1,1,1,1,1,1,1,1,1,1,1,1,0.79461776068341,0.737066052203532,0.734652746342123,0.712169539464172,0.718894429785665,0.830794889295008,0.778624168540351,0.897820495112799,0.888181292635389,0.914563443419524,0.86809679231327,0.901468695345335,0.930629748515785,0.988748809751123,0.943049764968455,0.982175822351128,0.945123418979347,0.946761524546891,0.967889360990375
Sample No. 983,1,1,1,1,1,0.715685262741987,0.733214797115885,0.726435148379766,0.833590245690662,0.689375134419184,0.721191290930379,0.821270154871978,0.879762286069803,0.916287368519232,0.839588869025931,0.874846684832126,0.902188577306457,0.950575053300709,0.98954799817875,0.994226987045258,0.999724275227636,0.998581034243107,0.938276608604938,0.995318981930614,0.980282965861261,1,1,1,1,1,1
Sample No. 984,1,0.714989607526455,0.686146324734669,0.782925863542128,0.703331676336471,0.761229083071463,0.776411719307303,0.751237026463728,0.882784456564114,0.892643523919396,0.85082667652797,0.884892747390084,0.911547609624453,0.938555061910301,0.968722078148276,0.925884373169392,0.964244410842657,0.964754836522043,0.972692168373615,0.977251632828265,0.990766640529037,1,1,1,1,1,1,1,1,1,1
Sample No. 985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.794922402351163
Sample No. 986,1,0.828598759243265,0.801371981309727,0.748274923699442,0.790697714722715,0.766889245099388,0.729725129088853,0.723023088638671,0.901600622760132,0.891842416351661,0.872474639273249,0.858632304418832,0.910921428998001,0.973087201155722,0.950054844878614,0.920517390407622,0.93826119588688,0.984557161480188,0.957316711470485,0.930279291011393,0.925240841060877,1,1,1,1,1,1,1,1,1,1
