Sim No.,lambda,JWS,AWS,NSS,JSS,ASS,PFS,JFS,AFS,JP,AP,JB,AB
76,1.009,0.617627586657506,0.928930452962591,0.957939830956529,0.943472327409918,0.977046479153727,0.706760167290953,0.417978999633627,0.993353682124508,0.333703031087164,0.75945246906035,0.851173590203545,0.900627660987729
77,1.002,0.910374813554129,0.920304291139558,0.940474175046974,0.807870978096111,0.987086306789147,0.727140721147921,0.632367667743573,0.939764701060495,0.945888386196629,0.964238544938458,0.670066646699269,0.793720374643719
78,0.991,0.863838829536436,0.885910722488692,0.912026678262999,0.977927149693528,0.983001610807407,0.576339794733024,0.945981542963706,0.946903713879667,0.466728397141542,0.812488081094769,0.704860259178522,0.951955777469473
79,1.004,0.847497566542171,0.913062950092042,0.966788951215856,0.917912667415256,0.947916054953694,0.776584504361694,0.566543490443715,0.914176387211187,0.551033211703185,0.976491417487203,0.892600956845792,0.898732785189173
80,0.997,0.954680961754356,0.997818873609113,0.875862700972867,0.52091083604756,0.882456070312565,0.895426519727846,0.356186509660783,0.963329237367571,0.675043244229054,0.922792549313903,0.551870404793865,0.942532354127592
81,0.991,0.726484174239433,0.874846667437682,0.968237468572071,0.896344532495816,0.999832784210879,0.773072653850842,0.852734476176168,0.874008314622832,0.870423417045775,0.997420405757767,0.633564854548317,0.993228324641952
82,0.991,0.652346891991296,0.946615982677075,0.923702737864552,0.797377081960615,0.914046688410796,0.650782767915847,0.866293804983714,0.985319214859751,0.858415982242525,0.915331123036435,0.87170868129777,0.971823448544157
83,1.007,0.800681300597314,0.997200470208526,0.99535728200085,0.721168349331295,0.946811818301746,0.290374568493923,0.860891887523965,0.998237087906212,0.48618388438758,0.999995911967631,0.637038491494644,0.706745374079535
84,1.002,0.813921442140516,0.98357984252422,0.912700674783824,0.830808981414159,0.930413382921579,0.676883988481614,0.72452932607288,0.937581055709739,0.484984264469567,0.82942862278742,0.63575652945247,0.800567927236001
85,0.992,0.913933703412466,0.967735227569068,0.863028972228753,0.688261846172554,0.980983404126131,0.683229737139633,0.639746788977184,0.88112833443187,0.641300512203131,0.825084617669823,0.789247528708352,0.95361994632625
86,0.997,0.91117814518354,0.971123991415693,0.803140528299723,0.881463866704603,0.99571722037146,0.314612955425316,0.741823949819132,0.986858420663562,0.776283095803035,0.859911990177607,0.587433685793238,0.764087079887092
87,1,0.941153242236904,0.966907521232035,0.721576306549419,0.902938595204985,0.962503179294335,0.722068878801888,0.642900529323192,0.835740394781531,0.842990201036981,0.999507391691588,0.595111113088198,0.988207686621805
88,0.993,0.736522331241026,0.98656127473218,0.818863735362471,0.827147053099739,0.983652594870846,0.698913800636943,0.772173839375801,0.838876233142417,0.363398637514748,0.996800355400712,0.73529983113527,0.892563327248218
89,1.002,0.508104660773788,0.988482276597434,0.882891855883477,0.951256088123284,0.952218785403851,0.655808961749668,0.545470939616953,0.96261254190682,0.894465554866135,0.992111992966676,0.964625357705528,0.965136287161201
90,1.001,0.764228559757415,0.992880500139918,0.792237172484196,0.982045286085999,0.984763882617418,0.307930816856498,0.886683935227902,0.917111939059215,0.819422510587945,0.98981481774642,0.979806671942639,0.980034569566745
91,0.995,0.934629201529863,0.976922875789808,0.974260298926164,0.783256467971789,0.974525333399568,0.692641691358665,0.381288635919536,0.889437992261467,0.7234370672781,0.74066687702643,0.833242036139773,0.91910160332573
92,1.004,0.78599502346942,0.973951923014074,0.673995735532444,0.779615437643624,0.958199537666536,0.713489821051661,0.777375820434035,0.928888240029091,0.918277273193005,0.950784728747283,0.54142479341073,0.864766652853352
93,1.007,0.910997576770187,0.979121383577815,0.849081136488651,0.911494958881196,0.980931460303805,0.851981119399899,0.494787526923818,0.834103329890405,0.570275173524801,0.797843463863709,0.859129666284843,0.901350627009084
94,0.99,0.766015269899875,0.880535291505056,0.973164954295869,0.80208340136836,0.944456781277284,0.819198429752214,0.758617958994213,0.989023836963785,0.694471499497765,0.725738653019364,0.915736780771132,0.960250921140649
95,0.996,0.864867982185547,0.947701597805395,0.88967663883633,0.63665910885031,0.974610899589823,0.684351249055457,0.682566169116509,0.950999322894175,0.496032440269432,0.68836362008816,0.711159518669158,0.958607168044189
96,1.005,0.943808510222263,0.943832876531666,0.43234882020617,0.785275460767295,0.997520005987856,0.806173480214385,0.516338037763963,0.945924150263431,0.872988592665,0.950446133015634,0.732915247636521,0.811372171362408
97,0.998,0.859545370603154,0.937373162807367,0.904723874292893,0.88621660292956,0.90786193777353,0.582337194258363,0.948374986575744,0.954628369933243,0.57027561611837,0.860916477367516,0.969610901228124,0.991316250746862
98,0.996,0.940505765513361,0.979266863022705,0.815711302310794,0.864365419024339,0.99381001847225,0.422664201862378,0.891255440275908,0.905276874481306,0.675302052860144,0.831316946574454,0.451785504537071,0.959490036240337
99,0.993,0.864040942646516,0.936218964987412,0.925156918434322,0.914101698737891,0.976065342865209,0.303085269088173,0.770059777191151,0.995969515690903,0.65405770678284,0.912977609646116,0.658865136885057,0.952609487405477
100,1.008,0.405669070879936,0.979789367832562,0.605435099124981,0.847875144032494,0.963305701558297,0.762932379016233,0.776678606552005,0.965910881832312,0.895843440924476,0.985815670392579,0.85608859346796,0.976229194377629
101,1.007,0.795784253748518,0.946403256526574,0.913612079805375,0.972823170832012,0.989218009194468,0.485123026294235,0.647602874743726,0.943395286946489,0.792047067887081,0.895747216535327,0.828863421414532,0.995624142615467
102,1.004,0.843905887232027,0.95422868392652,0.76563982711622,0.77861092092719,0.952246317502323,0.569599593974293,0.984709551059209,0.992283614002559,0.737167675951856,0.921278040616447,0.510082240674668,0.698888490958336
103,1.01,0.633059649448573,0.916505644479778,0.908405964258701,0.951068759972159,0.981455758547887,0.707913970489453,0.864586349518385,0.945359199831895,0.880501365710244,0.954905162969373,0.703901329524107,0.876968120904854
104,0.99,0.757845731764234,0.992052288314492,0.962756008988357,0.893849970331186,0.991697962462829,0.571188766504049,0.672987808357017,0.856096026846333,0.831981947688374,0.840298238625743,0.62339009843646,0.973092029211248
105,0.997,0.933807281107536,0.981221749139518,0.760141352068591,0.631788763241787,0.959465742337286,0.776169291301186,0.677262270794967,0.922114354098833,0.855601678927372,0.877997483730849,0.462123724029698,0.915803570596867
106,1.002,0.947967627422129,0.96338382752529,0.678119847171027,0.700951608716813,0.965923186539115,0.574738340068806,0.798957158260085,0.960090888795492,0.407433745289418,0.922017577635524,0.655206101531358,0.819810142226854
107,0.994,0.706242904504232,0.937828036734669,0.614675891049865,0.863132109803051,0.963917055150906,0.627112986597556,0.786366507991108,0.980870107122248,0.674170153769937,0.924225713845162,0.813792186817298,0.956019278690754
108,1.004,0.895491721899704,0.916502565804027,0.879634367838665,0.897813661684569,0.995866760463406,0.488917523031193,0.787829110457082,0.917143339164725,0.978935855851089,0.984624504404657,0.938694826139301,0.982667369423837
109,1.001,0.845366139300834,0.957608224489286,0.956696517190675,0.870599318181701,0.921809976418752,0.551926711993399,0.714948831644637,0.970345128821222,0.803847817823955,0.853309184266676,0.764452879434484,0.985434911086121
110,1.001,0.878126489668701,0.944021052947648,0.868506747459339,0.610396381380259,0.970292041023445,0.459278411714293,0.821124498493569,0.975088416820874,0.726842628171285,0.984138647873859,0.613148544428118,0.943884550842956
111,0.99,0.872997642694376,0.873044932387791,0.819782295861032,0.939473565513245,0.961941058249358,0.682903181318611,0.987826899876726,0.990007375094623,0.556249335973163,0.837631404242019,0.716445430839864,0.844701614205526
112,0.996,0.82023548731065,0.941950878107354,0.92282066681893,0.856307023381834,0.942959398635423,0.568180986599825,0.765651622540894,0.974900540504949,0.927252831563964,0.948502879786052,0.689498999805772,0.854244552524826
113,1,0.770558213865312,0.96298095437397,0.987571651216198,0.752073606087921,0.982800247373433,0.51126103284316,0.466971198161142,0.978967636936638,0.766822263651661,0.93476302516705,0.441402434916659,0.788631813648862
114,1.01,0.610970721818856,0.91824097582074,0.903969342566414,0.966732210576974,0.996306864871165,0.817857747183455,0.640424038388009,0.998950154500397,0.716297953295691,0.791239885125179,0.661636345689122,0.800082985510393
115,1.002,0.833571842830024,0.999164202171566,0.969495813440027,0.667935790922057,0.96569491789342,0.753863536552317,0.674061543863925,0.867148844043701,0.745365854426227,0.907903308716979,0.796024807533253,0.838083567134709
116,1.004,0.542332204993493,0.956993614636861,0.977309837577627,0.922388913903595,0.961366366617287,0.614980487813791,0.578361686187091,0.997175319777459,0.938831478178516,0.948520652713611,0.822795001491505,0.926856828845629
117,0.999,0.897048551592007,0.994834910150723,0.587614742963843,0.956490849042208,0.960994572188321,0.64223898840753,0.703330437951085,0.986431665335877,0.735449080292116,0.763303781194313,0.723519799970585,0.877156753989702
118,1,0.930217697062638,0.98000639759681,0.828090042044599,0.954967100654697,0.99664528759296,0.642356874322749,0.59381990637776,0.967212117110382,0.385744937490083,0.574182672019265,0.7272302591819,0.845407422827303
119,0.993,0.975885031168088,0.989655547781954,0.755840992660888,0.794911061151853,0.922361157503517,0.530831805115711,0.616398647265555,0.985354063865913,0.830713838118834,0.859587212325481,0.851230203655977,0.896738631521625
120,0.996,0.78032684238844,0.952440215392551,0.981441983033468,0.782133894319416,0.929376135510153,0.580347209571554,0.871536072278959,0.9616551422902,0.773680934912053,0.891756856726418,0.559005898400947,0.928174757093613
121,0.99,0.660444309911467,0.982598194905682,0.827170480856599,0.870633795910074,0.938019255562944,0.532546192302105,0.97639065491303,0.983250179973506,0.783067491648051,0.800885920495555,0.64534969087816,0.850077977987331
122,1,0.705242001386686,0.923323840215315,0.991621786279906,0.876214333079021,0.976459241579944,0.576731922841763,0.505714377586934,0.999786924718716,0.866786557000839,0.928089558560556,0.895270181014034,0.962136576695697
123,0.994,0.641084268421646,0.982841264471159,0.835601545059043,0.801228899579172,0.98989746500765,0.490336806046448,0.573334022114605,0.949526285807332,0.719241062476108,0.923875178911609,0.795589871869315,0.906085667298653
124,0.992,0.750038401707757,0.924756613167116,0.960163731601583,0.892273163725825,0.935989446350175,0.797016503465847,0.863099381291821,0.935031235206265,0.753708284019354,0.940624597249894,0.706734497871176,0.759462071608062
125,1.008,0.81327402553744,0.92183338492261,0.779090982364517,0.97987055122308,0.993830547325955,0.80478116700321,0.81920477311159,0.845610128401077,0.906173466129587,0.910020001564562,0.447795689275684,0.960585389466065
126,1.005,0.864223205360114,0.909375698489943,0.879083681214651,0.857823259400175,0.928338731491734,0.577961068762761,0.904811899265945,0.97772674519158,0.925579882974619,0.969225991101802,0.819574960292867,0.951642209758
127,1.001,0.92692333742315,0.970275718994431,0.725123594025273,0.731087920071517,0.965659190992374,0.638653713352048,0.726126207697826,0.897334011784608,0.917595584559859,0.986035630106723,0.868399235180075,0.899125887511837
128,0.994,0.698436530112104,0.977649403196107,0.969806800643592,0.854983793515863,0.953319989605092,0.569481616401663,0.751698560392198,0.90956537191063,0.735535322537868,0.968669430057108,0.931675089741823,0.958769747073354
129,1.008,0.732324489936445,0.963540377903247,0.946982517826682,0.915568067322069,0.950811157334672,0.372388095438535,0.974633505584622,0.993821439746589,0.881847795783287,0.884933278352647,0.826205261451208,0.895867186307631
130,1.004,0.78666523860472,0.925213530825927,0.912366925946771,0.948263574706785,0.971469374496198,0.525063010491614,0.92456072241944,0.943035380709269,0.801812611534399,0.920927609718155,0.718705195779745,0.926665725220198
131,0.99,0.859361656970657,0.906995048441811,0.804589235060127,0.819177715497731,0.89892294729377,0.845224059093456,0.8130535110041,0.932432997150511,0.936796058990153,0.965374418360208,0.847910504108407,0.902707023802149
132,1.006,0.887320350880803,0.976431520749311,0.998895522965843,0.899995826943172,0.929656688230538,0.667746514670234,0.892428372030741,0.918524831128918,0.885434781513062,0.990973785027908,0.617415030363981,0.667448520304276
133,1.005,0.674918084894694,0.970976330594208,0.836518515520693,0.978714152624296,0.985152576454745,0.529946427394671,0.711321532899468,0.928379690781421,0.871255309328018,0.953065318040335,0.64255435243652,0.935114375011113
134,1.003,0.853338835710293,0.907037587658567,0.827823779266983,0.924839069121475,0.989520454486481,0.818629933044018,0.824789713251578,0.898476857624696,0.792759441573809,0.856703616534888,0.665451172135103,0.814834778697027
135,1.001,0.887543772357749,0.894372673852271,0.764063821119996,0.756860629502112,0.92736827893137,0.76229699773616,0.770166094729587,0.998107585158003,0.575008376258403,0.938132104320697,0.605078267723568,0.957674871617698
136,0.992,0.933684181965203,0.999382856452344,0.84240336750594,0.847674495281104,0.924694430383988,0.613920664225695,0.86296236839396,0.927677167120121,0.580966242184736,0.751951390591824,0.734914644605754,0.794942242272174
