,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 212,1,0.811125444179866,0.699531489181332,0.741838405771647,0.799963521085679,0.781599300065078,0.731021874469239,0.835946474947501,0.911784560545348,0.908836527040228,0.911609135643579,0.889619473746978,0.894894723244011,0.965060172658414,0.988778392579406,0.96783672561869,0.927951760925353,0.972866626270115,0.977286194059998,0.950297812484205,0.921510590724647,1,1,1,1,1,1,1,1,1,1
Sample No. 213,1,1,1,1,1,1,1,1,1,1,0.794281364908908,0.795633636311628,0.707231830329634,0.733437420813367,0.829750427255873,0.719421999588609,0.694676358696539,0.889433518568054,0.878568788631819,0.88071860319376,0.855159353713505,0.868619152745232,0.958994229603559,0.981096256133169,0.997613976690918,0.944092916939408,0.93298883292824,0.943249744772911,0.96920434685424,0.933420081231743,1
Sample No. 214,1,1,1,1,1,1,0.754507801298983,0.752717518388759,0.829854813312646,0.713909735927824,0.763798702765722,0.729943242903333,0.695986189659685,0.839982435002923,0.869729849960655,0.85876367310714,0.900714355793782,0.887724953889847,0.956493498906493,0.996209406368434,0.956064522545785,0.938502756226808,0.951150243002921,0.983645379077643,0.920262475386262,0.960455094780773,1,1,1,1,1
Sample No. 215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.717930992600974,0.72598741543619,0.75401255166065,0.807826018707361,0.827074334271252,0.713346503501758,0.713645826956723,0.916265540713444,0.888873442885466,0.868683211300522,0.88859308972396,0.883457462608814,0.955042615178972,0.972873006965965
Sample No. 216,1,1,0.736698585202918,0.804432695418596,0.782036799333524,0.815344151634723,0.731526836218778,0.783285685269162,0.802188370191958,0.90008359432593,0.875222127891146,0.896049774263985,0.857458204635419,0.886655002460815,0.989341785758734,0.955260661020875,0.939372457414866,0.934521133489907,0.986540628969669,0.981227955594659,0.995245980247855,0.952725182976574,1,1,1,1,1,1,1,1,1
Sample No. 217,1,1,1,1,1,1,1,1,1,1,1,0.821714887722861,0.82432008105237,0.752152093780693,0.746531908506528,0.759413682146929,0.746613214294426,0.698565157655627,0.865301159066148,0.903283768512309,0.899061838317663,0.869365159413777,0.864960748224519,0.952470098733902,0.925582556277514,0.982542346064001,0.965040727928281,0.978008299637586,0.920483924429864,0.951433741562069,0.936808957327157
Sample No. 218,1,1,1,0.721729211824946,0.702065588779748,0.733552303876728,0.711290907197632,0.739185677307192,0.720865191800054,0.821761309601367,0.886870123620145,0.890887491623871,0.844739758851938,0.860280828177929,0.881294498612173,0.967658223155886,0.975867673531175,0.965238168500364,0.947404533978552,0.970394723750651,0.971436547543854,0.985772269722074,0.99186156000942,1,1,1,1,1,1,1,1
Sample No. 219,1,1,0.788797754190397,0.740495217767544,0.812629162603058,0.794667449443601,0.686363110052422,0.718636399671901,0.794727436629124,0.856859430063516,0.868088376524858,0.874797584101558,0.882847865723073,0.881751126362942,0.946155332885683,0.94896579477936,0.922172681111842,0.965097518321127,0.956548954825848,0.983167004603893,0.978922148607671,0.993174358326942,1,1,1,1,1,1,1,1,1
Sample No. 220,1,1,1,0.747775293922983,0.708121097659692,0.715205411847215,0.699596779108048,0.718050979265478,0.784935337865259,0.721556414630264,0.860005416327156,0.840683973160572,0.846101399128325,0.851807589234784,0.914765553769656,0.992863699756563,0.948370062112808,0.979377399329096,0.977714101467282,0.998528061825782,0.995914139319211,0.967005262281746,0.999900597706437,1,1,1,1,1,1,1,1
Sample No. 221,1,1,1,0.782457202802412,0.792398435460869,0.701954145614524,0.724548798626289,0.697720097181387,0.703403432936408,0.717021155382041,0.839096186459996,0.848180789099075,0.913943248801865,0.912944094989449,0.863456265261397,0.98246119197458,0.979849072024226,0.966401466690004,0.958555902447552,0.965622734352946,0.995648232363164,0.998708765879273,0.951720017734915,1,1,1,1,1,1,1,1
Sample No. 222,1,1,0.761657811900601,0.804283436005004,0.789695939376485,0.781994665147737,0.775096889097709,0.74923729819851,0.700030721969903,0.888691103117541,0.911284186865203,0.910550781153142,0.842952900238335,0.906818047625013,0.991479746028781,0.989435624629259,0.992984479255974,0.967460744958371,0.955495151728392,0.951989057064056,0.931995496712625,0.935629273224622,1,1,1,1,1,1,1,1,1
Sample No. 223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.718503556145821,0.82502323768707,0.798552836129907,0.692166242028121,0.830112636323553,0.7936324588852
Sample No. 224,1,1,1,1,1,0.803709206661675,0.720242299676407,0.833024601267185,0.751642843360547,0.735474161607213,0.739247906162869,0.830740065850783,0.868127931946889,0.836924272728153,0.840606303470209,0.898827002296224,0.863762050706893,0.966077564097941,0.949281190242618,0.968914696574211,0.963081701435149,0.940624938923866,0.96971483245492,0.954263514466584,0.971634266115725,1,1,1,1,1,1
Sample No. 225,1,1,1,1,1,1,1,1,1,1,0.703875738441944,0.830633833016269,0.703376869532745,0.738158736239653,0.702082371969242,0.763880968700629,0.821406637436245,0.86831702720467,0.841699963986874,0.903210894603282,0.838096704272553,0.905648744894192,0.939411174207926,0.940416983757168,0.94587902661413,0.951521472577006,0.982748189717531,0.984959987588227,0.994499266259372,0.982258158717304,1
Sample No. 226,1,1,1,1,0.739200225357432,0.802456662199926,0.774039269985165,0.798464638252277,0.738406420046464,0.722103574337903,0.738649860095698,0.907962724067271,0.836329053075053,0.851811122542247,0.853087960427627,0.858311785867438,0.930061537418514,0.925076390840113,0.94160383105278,0.969256275910884,0.925391599945724,0.922165284845978,0.921319473404437,0.966665728874505,1,1,1,1,1,1,1
Sample No. 227,1,1,1,1,1,1,1,1,1,0.770606594813522,0.70013389883237,0.686130936328787,0.752840417101048,0.712058903476223,0.745746278624516,0.816433372163679,0.864180399082601,0.847884551934898,0.844385411336087,0.843589843820781,0.871378965518437,0.941976456902921,0.943164911530912,0.938984420690686,0.974939347654581,0.927648163586855,0.995362231992185,0.979118230100721,0.944033095687628,1,1
Sample No. 228,1,1,1,1,1,0.81828189201327,0.799128300721291,0.810648025888018,0.736971225847024,0.731550001494121,0.693128042785917,0.718090807240456,0.864665120558813,0.916748728918843,0.861569089896046,0.849759810787626,0.900637773515657,0.94880986655131,0.943684233929962,0.969460733272135,0.970871535688639,0.997370046358556,0.981543686371297,0.934783345479518,0.992655537929386,1,1,1,1,1,1
Sample No. 229,1,1,1,0.712036817824934,0.77041906652879,0.809025602148846,0.80452535844082,0.726034370473586,0.794261612500064,0.732142814285122,0.871719907236286,0.886509187383577,0.85357444319874,0.86843056375999,0.903310392060317,0.957867462579161,0.999125312212855,0.945034011434764,0.935097455512732,0.936689050085843,0.94724605223164,0.933351260926574,0.942196736019105,1,1,1,1,1,1,1,1
Sample No. 230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 231,1,1,1,1,1,1,1,1,1,1,1,0.75740012398595,0.7374642925933,0.780707161060069,0.761284564739559,0.824489235157613,0.717238866131753,0.766725371977314,0.897382717711851,0.917350928976201,0.908500868150964,0.881597776301205,0.874421161100268,0.941196594107896,0.963202605210245,0.961944639477879,0.957607193682343,0.935061732400209,0.990962714701891,0.959891805574298,0.942400304451585
Sample No. 232,1,0.794051294030156,0.732991222945508,0.703419206839986,0.77791651850706,0.797904701136518,0.739591400291771,0.813734064066317,0.852305488739163,0.908406983227469,0.867545766873285,0.863013671367429,0.850549536415376,0.942661854177713,0.98916983557865,0.947428886722773,0.924537848103791,0.979216823242605,0.948051983620971,0.943305175099522,0.998266860432923,1,1,1,1,1,1,1,1,1,1
Sample No. 233,1,0.737970518648159,0.733507631930057,0.774982458272949,0.71217359001888,0.763198809396941,0.754352004210465,0.717214222044218,0.838452664502896,0.856244510998949,0.864555773298256,0.917992945238948,0.867432355644181,0.936772841997445,0.933649431969971,0.933362318463624,0.948029286134988,0.96809422923252,0.945155435651541,0.945069732833654,0.989747733939439,1,1,1,1,1,1,1,1,1,1
Sample No. 234,1,1,1,1,1,1,1,1,1,1,0.832895796630997,0.762316550734919,0.72671552939713,0.714947788744699,0.697657929478679,0.81124944441393,0.703566995194647,0.879611417576671,0.88130364695657,0.883397926886566,0.852661929406226,0.858630925439298,0.924971785247326,0.936883637234569,0.969199414029717,0.961757478564978,0.996795995663851,0.98014238037169,0.976763468477875,0.934580068606883,1
Sample No. 235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.764096523485146,0.690285940725822,0.759559996718541,0.776049011970405,0.799039563538041,0.759484036698937,0.717286278332118
Sample No. 236,1,1,1,1,1,1,1,1,1,0.731976468571462,0.688806254930329,0.698052834394854,0.713834259299561,0.777780840745196,0.756429117733147,0.754468163453508,0.878860965132713,0.847718803554773,0.850090319528244,0.913912081063725,0.898315924841911,0.941611487567425,0.933803723491728,0.957015038430691,0.9529243308492,0.981956035736948,0.952642760705203,0.951645462978631,0.941848751977086,1,1
Sample No. 237,1,1,0.696654215642717,0.772631959688384,0.801440944954753,0.756936830108985,0.804341777159367,0.774931797002442,0.726482353162952,0.919671497828327,0.916981303103268,0.878846160875633,0.844525607855991,0.882577695297077,0.93432194493711,0.96072654010728,0.979472688753158,0.923584816940129,0.964628354273736,0.976175819952041,0.948233603592962,0.98840204525739,1,1,1,1,1,1,1,1,1
Sample No. 238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785022235639859,0.708173527965788,0.7509507385795,0.79690015770169,0.726274663432501,0.737660039229319,0.689020058665425,0.864517585864291,0.847429404824972,0.902512402334251,0.856178536036052,0.893646089331247,0.957330376524478,0.997356487959623,0.927225742600858,0.977836105078459,0.976402879301459
Sample No. 239,1,1,1,1,1,1,1,0.722665607558098,0.722102003813721,0.770980069543235,0.746826592927333,0.769409613603726,0.815077275784221,0.722794603825547,0.906399151964113,0.86574709067028,0.875535437681712,0.896572095071897,0.909478646528907,0.966908976100385,0.980283690020442,0.944398366119713,0.963364878036082,0.956771489828825,0.949741643089801,0.958620161190629,0.937464437521994,1,1,1,1
Sample No. 240,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786559084862471,0.754314715952147,0.688837153908331,0.811011968403123,0.82027150901407,0.708473065089434,0.717862619356252,0.862047980926,0.89898183585424,0.851204811812378,0.873581968033686,0.882225238587707,0.934136088658124,0.996577367540449,0.987254838198423,0.982071744594723,0.964046339057386,0.928307396713644
Sample No. 241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.754403621925972,0.828194505082443,0.74862540218886,0.762466861972585,0.835679576570634,0.748355300178751,0.748736619776115,0.919778001192957,0.903273937308229,0.916317869611085,0.906929947409779,0.90685490874853,0.926597474049777,0.963106158021838,0.933432888071984,0.940424530599266,0.958162277787924
Sample No. 244,1,1,1,1,1,1,1,0.796222582390998,0.776869441453833,0.761206497998443,0.76137336590467,0.751387713490054,0.783723453771323,0.710744760792237,0.863654118079692,0.861673867111094,0.903185346908867,0.908598611353897,0.836396909398027,0.925619916711003,0.97220194010064,0.951823151502758,0.922793893311173,0.928529960792512,0.945074378438294,0.925545941591263,0.925528060868382,1,1,1,1
Sample No. 245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746769489814993,0.713040688088164,0.831788511703722,0.784340172099415,0.699433612161316,0.703786744004115,0.736045079679694,0.881922938200645,0.919307046727277,0.842013402037322,0.916214821635746,0.857828052176163
Sample No. 246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796582684981637,0.686466880423483,0.823939346651547,0.797134332849178,0.813118030155543,0.751903583797626,0.821244882421102,0.894341761584394,0.889344838985242,0.852911367398687,0.897512175292708,0.847902103296481,0.937630414608866,0.991249806564301,0.985092656388879,0.958288799859583,0.966684692874551
Sample No. 248,1,1,1,1,0.703125211306848,0.819817861729767,0.807921251900494,0.82951299245609,0.803856806528289,0.793283558847848,0.812863078295719,0.900140283179469,0.861899664702825,0.854915209697559,0.838308981907554,0.856607924931683,0.97355344530195,0.987056458313018,0.924244893416762,0.955712603572756,0.98711575910449,0.99136863604188,0.947282882630825,0.981410136576742,1,1,1,1,1,1,1
Sample No. 249,1,1,1,0.693751895999536,0.743790142088197,0.785152110016439,0.733762379201595,0.757549358218908,0.747127308651339,0.799585658569355,0.886141066324897,0.895525370279327,0.88331407709606,0.907859717632644,0.917323359164409,0.970178537163883,0.970095437262207,0.960280789565295,0.948791094496846,0.933667517192662,0.971752979494631,0.974997426513582,0.984798343013972,1,1,1,1,1,1,1,1
Sample No. 250,1,1,1,1,1,1,1,1,1,1,1,0.824013730628882,0.693689255278092,0.765341574944556,0.829285551154986,0.809185341979843,0.75601450790558,0.78130049621826,0.854794803337194,0.839503796053119,0.909707144951448,0.880978583041579,0.891597329279408,0.93359780440107,0.930732846520841,0.966112178806216,0.965884096752852,0.946661816481501,0.927100544683635,0.993710145261139,0.97391618071124
Sample No. 251,1,1,1,1,1,1,0.748727350264322,0.723723820074461,0.801933553630021,0.687768794644158,0.75607156383479,0.790975190781988,0.780209491845686,0.886788197219372,0.885391405579634,0.83888445309829,0.872722386574373,0.881155031186528,0.94170541472733,0.950853699855506,0.952292131427676,0.951728606037796,0.967752545606345,0.921287112236023,0.994756159894168,0.956424934249371,1,1,1,1,1
Sample No. 252,1,1,0.686446713005658,0.777140709386673,0.835371993518434,0.822711029801518,0.79830474691838,0.833400257736444,0.691509760195855,0.85017697664164,0.891565384667367,0.867082091439515,0.916807833978906,0.836655668527819,0.955906561557204,0.962817704770714,0.961743638440967,0.944182513058186,0.99179621277377,0.980212602149695,0.991025422122329,0.992701071295887,1,1,1,1,1,1,1,1,1
Sample No. 253,1,1,1,1,1,1,0.775622442389373,0.726715247101616,0.814673465270549,0.821528114263434,0.736635569007136,0.752365212958772,0.731727026381064,0.865521089325659,0.886273563711904,0.877586006808095,0.845579125259072,0.838753373728134,0.93129196992144,0.983078716155142,0.986310484614223,0.999184525702149,0.990006703156978,0.960432961173356,0.925583365745843,0.957666104715318,1,1,1,1,1
Sample No. 254,1,1,1,1,1,0.790021650005598,0.765295130819082,0.791194482707884,0.818218593382277,0.693273252308369,0.749096550782211,0.688545902610291,0.84945108604338,0.901133310049772,0.872523738204502,0.901749343966134,0.905178829141893,0.931753571983427,0.99659604376182,0.980047018174082,0.926738283894956,0.974097065106034,0.958901530001313,0.955281390808523,0.991991556361318,1,1,1,1,1,1
Sample No. 255,1,1,1,0.792570001703221,0.732802757668775,0.714370524349157,0.778016568186227,0.753975897283759,0.726460786491167,0.715352642211597,0.887702112267725,0.848115460559726,0.910198954028077,0.91543382026162,0.910741067635827,0.996178299020976,0.980638498738408,0.953767530899495,0.940726205036044,0.986600284427404,0.937957794647664,0.984893700201064,0.960559466462582,1,1,1,1,1,1,1,1
Sample No. 256,1,1,1,1,1,1,1,0.771200076096226,0.75302046233695,0.764973632794805,0.715828504403122,0.811136026856489,0.700771906775422,0.727399690508842,0.863930854265578,0.861856060000136,0.897555056201294,0.837211399978958,0.88116806129925,0.986313062012196,0.960386221762747,0.991074102297425,0.920843173749745,0.955381581727415,0.969001149665564,0.990267233252525,0.948234726879746,1,1,1,1
Sample No. 257,1,1,1,1,1,1,1,1,0.803102583637461,0.754934940814506,0.775476951025426,0.77690896443231,0.833187937912531,0.75063410226861,0.830749658030923,0.875903750699945,0.882307665882632,0.848695793715306,0.915773956296966,0.869381407054141,0.945711192321032,0.929722266867757,0.953685926217586,0.956296842172742,0.933521004039794,0.994443313349038,0.937043756525964,0.967358282767236,1,1,1
Sample No. 258,1,1,0.698716510239989,0.775595794782508,0.728071334889624,0.833581117763184,0.784726658686064,0.760843226734083,0.798186396401376,0.858270189083181,0.899111034724861,0.844316434665583,0.900997899004258,0.841529328490607,0.988203821834177,0.998883904665709,0.994480760879815,0.971339230518788,0.946413338463754,0.971445523519069,0.969080744683743,0.965749005805701,1,1,1,1,1,1,1,1,1
Sample No. 259,1,0.82706171465246,0.799536789175123,0.726790589270182,0.715568090057001,0.70919844623562,0.728807755526155,0.807294576150831,0.917719930486754,0.837820504497737,0.84315211177431,0.845406247757375,0.890649785068817,0.931048757024109,0.925001092273742,0.973915919400752,0.988628633264452,0.979227103386074,0.965137569140643,0.967281963936985,0.923105179667473,1,1,1,1,1,1,1,1,1,1
Sample No. 260,1,1,1,0.801292517200578,0.835774452170823,0.711130855629686,0.698612850021105,0.735020108080003,0.769267383568454,0.7591703735888,0.862219948678277,0.863466303953901,0.877557310018688,0.911260754265823,0.88800331820175,0.944837707597762,0.93429389949888,0.964021818581969,0.953066008165479,0.923523685485125,0.977685440666974,0.96611205978319,0.985957839470357,1,1,1,1,1,1,1,1
Sample No. 261,1,1,0.791499354808126,0.739399799170438,0.811085613655392,0.786983652705327,0.709792243062053,0.726360331058037,0.766857719259802,0.865143121240661,0.862639180498198,0.883754439897835,0.850425386697054,0.851315756375901,0.965087315104902,0.982889587394893,0.946376500632614,0.941070226300508,0.96832108579576,0.965208532009274,0.954943760707974,0.947322416082025,1,1,1,1,1,1,1,1,1
Sample No. 262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714984653681982,0.825303409960121,0.721827634541784,0.700689204492606,0.765055817809422,0.816764374637511,0.821858488827944,0.875989801424556,0.879911529703066,0.874833763871342,0.866210607353598,0.858549096807837,0.96930592764169
Sample No. 265,1,1,1,1,1,1,1,1,1,0.760760611273814,0.735220907466952,0.755967631273903,0.771658694268204,0.746878424940165,0.82432852197811,0.745686473500915,0.896980059384368,0.91676668248605,0.838485058787279,0.851896044431254,0.870618413322605,0.930236723069102,0.985731554925442,0.92929898686707,0.931170033868402,0.967645579725504,0.975407138094306,0.956389075312764,0.987253696601838,1,1
Sample No. 266,1,0.759681549786124,0.794554748399183,0.778814490338787,0.702161000402644,0.781187544031069,0.821940016142558,0.741704966327176,0.877277366572991,0.90608932934422,0.869321186164394,0.900594598438591,0.883007248536684,0.953860192224383,0.930968431606889,0.96241800384596,0.960832930542529,0.957896407023072,0.98416546523571,0.994557196702808,0.944162048175931,1,1,1,1,1,1,1,1,1,1
Sample No. 267,1,1,1,1,1,1,1,1,1,1,1,0.785127201514784,0.688174629073124,0.715090958565939,0.709070497077424,0.750424368715845,0.699838222902268,0.834922037554439,0.897441771647893,0.909619937893003,0.894548598070629,0.915174311893061,0.886070725988597,0.984169623851776,0.938710368126631,0.967542462553829,0.973979659806937,0.985291485339403,0.94690675759688,0.926180664412677,0.998026477675885
Sample No. 268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729191639427096,0.693866427197587,0.789223080700263,0.738276917127892,0.77125751857087,0.706393260836136,0.804225779861677,0.853110510208644,0.894948734012432,0.909513732803986,0.915036489374004,0.870867913763039,0.997071839570999,0.946998414620757
Sample No. 269,1,1,1,1,1,0.828765918280929,0.704961400643457,0.745434725309256,0.68788088855939,0.754703218456358,0.814626352199353,0.748956220644992,0.865187456563115,0.865100274499506,0.883530690141954,0.838194933388382,0.884385237351991,0.94091736137867,0.922238184418529,0.931213197670877,0.920055886991322,0.983388819042593,0.991399312969297,0.984317642077804,0.990392110012472,1,1,1,1,1,1
Sample No. 270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729087251938414,0.768227242854424,0.728858622258063,0.731990814373363,0.692002623925451,0.804077592877671,0.733128144127782,0.841328329471871,0.839792053117417,0.862490127005614,0.860871242094785,0.87406449168548,0.971532172020525,0.994065484516323,0.97419349770993
Sample No. 271,1,1,0.698257777655032,0.73798870098684,0.718820503425319,0.75758605104778,0.79723220466543,0.830852498988621,0.755919312221464,0.868016925170086,0.899799944017083,0.861162698380649,0.856968364752829,0.843652517138049,0.923371027838439,0.982941960189492,0.99649018779397,0.983769123815,0.998043118584901,0.996034031827003,0.94704791167751,0.923008637037128,1,1,1,1,1,1,1,1,1
Sample No. 272,1,1,1,0.699759051880334,0.761523612217512,0.721097541857976,0.691522256914992,0.768185774331447,0.693227613439318,0.687584613497835,0.847577198288403,0.902175309234299,0.879924971643835,0.853817894986831,0.869361906114966,0.984644270390272,0.970283671319485,0.978910562247038,0.991995032690465,0.949185568299145,0.925721017085016,0.952972888015211,0.995379648767412,1,1,1,1,1,1,1,1
Sample No. 273,1,1,0.818371592347044,0.762258481433615,0.794126478688791,0.732237149077933,0.716425750243012,0.783662140324246,0.719983333443757,0.84372119246237,0.908814719476737,0.886169964598492,0.843563297506422,0.836785184997134,0.998829776123166,0.947670534104109,0.975682590324432,0.98675136288628,0.921200881991535,0.983846934121102,0.952900047674775,0.947905497308821,1,1,1,1,1,1,1,1,1
Sample No. 274,1,1,1,1,1,1,1,1,1,1,1,0.819562990999781,0.799797154487111,0.792741389166564,0.757557053399738,0.756044346363284,0.691553042911924,0.768591684930958,0.915665919954889,0.89878624379728,0.838864349994808,0.904148433526047,0.883886923692189,0.951319062896073,0.983163210544735,0.953133091516793,0.991770870871842,0.977646284867078,0.945697324350476,0.954851345196366,0.932173712104559
Sample No. 275,1,0.735906607705634,0.810947743956,0.762317665353417,0.693405412744265,0.68826811086759,0.81705066716671,0.762925658993423,0.846061722819693,0.85778981357906,0.850616745982319,0.917291731916368,0.881560581580736,0.978955835942179,0.997830808181316,0.92160779312253,0.979182043801993,0.941964996755123,0.986115118898451,0.961946050021797,0.980450708977878,1,1,1,1,1,1,1,1,1,1
Sample No. 276,1,0.743244373951107,0.688164022892248,0.690331811319571,0.788289309725165,0.739938155644573,0.75028291075863,0.778021716560703,0.87681145599857,0.885021781642921,0.883791438923217,0.83789688452892,0.869905286245048,0.961347888596356,0.941686686556786,0.925447211209685,0.972054852601141,0.97667231798172,0.995641739331186,0.970591276101768,0.9761506626755,1,1,1,1,1,1,1,1,1,1
Sample No. 277,1,1,1,0.726619035845157,0.702950448555872,0.744037947886623,0.781699755079113,0.82196451068297,0.697202951322775,0.750892681012861,0.874016765162349,0.840725079083815,0.907401504000649,0.896522708347999,0.903834211502224,0.954204306919128,0.942561542093754,0.936294870972633,0.962091639842838,0.946343933474272,0.97097662197426,0.929081197828054,0.938551229909062,1,1,1,1,1,1,1,1
Sample No. 278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.723973389250692,0.803362975387368,0.745615446196403,0.68999972848827,0.695596126095858,0.697223313375376,0.810067517451476,0.841026662502438,0.849479978234507
Sample No. 279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.766955719284248,0.832172100142576,0.730599685410503,0.819806128636934,0.754022321676835,0.698397218786646,0.756366360223852,0.857177723194472,0.852897319851443,0.88697279311344,0.899956010477617,0.871082833183929,0.935294517148286,0.933391645848751
Sample No. 280,1,1,0.755776244589593,0.775339586719871,0.817016540597193,0.817404252897482,0.755971026887651,0.69134815605497,0.783552691353485,0.840493590903468,0.90711374047678,0.862614781353623,0.894872168377973,0.853897020655684,0.971022135708481,0.944925315510482,0.946927027888596,0.965138243362308,0.986855699717998,0.927452045809478,0.985408871863037,0.968876454681158,1,1,1,1,1,1,1,1,1
Sample No. 281,1,1,1,1,1,1,1,1,1,1,0.700611533866264,0.804633711442817,0.827605031397194,0.810091211345512,0.743388600416016,0.755134800031316,0.809319238238037,0.894290755046532,0.86671726889722,0.881428065711632,0.914355840464123,0.876242603295483,0.994603480342776,0.925348093081266,0.955307426322252,0.946739904657006,0.948112848643214,0.933382878471166,0.923124623354524,0.956088994294405,1
Sample No. 282,1,1,1,1,1,1,1,1,0.702923246451188,0.784145477706566,0.797671645741444,0.714965837601572,0.802511762142181,0.770939316590317,0.706155228930526,0.859807977625169,0.867400925870985,0.866631922584958,0.877314599313773,0.860307741806842,0.982100710235536,0.953706962391734,0.979495507702231,0.972555860783905,0.948303576484323,0.941278775986284,0.940077866036445,0.925572247840464,1,1,1
Sample No. 283,1,1,1,1,1,1,1,0.725553577417973,0.689203074343037,0.689484405588824,0.725123684482183,0.76083650573995,0.819502826048061,0.804851602543145,0.845419062186964,0.865252809549682,0.889701164437458,0.893407720882446,0.851089080268517,0.929725481905043,0.928822155352682,0.965322649739683,0.974168673437089,0.92752117889002,0.992799866106361,0.946440350003541,0.935847674608231,1,1,1,1
Sample No. 284,1,1,1,1,1,1,1,0.781849718083627,0.713135384106077,0.808697813611012,0.835135899508838,0.735641227256507,0.768609197415877,0.716458416545298,0.870320566710085,0.892676844127476,0.867946191096678,0.862194818835705,0.895260369990021,0.953495003022254,0.959210990704596,0.971462791431695,0.930283302776515,0.945610274132341,0.927772498968989,0.986839623637497,0.980644048526883,1,1,1,1
Sample No. 285,1,1,1,0.752016210697126,0.73723616369674,0.789104465105571,0.805536807970144,0.694210913045332,0.706816326152999,0.757895940799732,0.905069391446188,0.852051154477522,0.850387382499874,0.863258574713953,0.895555190525949,0.950461674910039,0.930712764598429,0.99351304391399,0.946464043706655,0.988633415158838,0.922030300833285,0.966713134087622,0.935155979283154,1,1,1,1,1,1,1,1
Sample No. 286,1,1,1,1,1,1,1,0.789087149176281,0.692889577046968,0.810458655226044,0.829780833447818,0.748803889717907,0.815824306408409,0.720791761473753,0.840734895834699,0.850407669622451,0.858919953529723,0.919449385195039,0.917389627396129,0.996198397018015,0.983527742065489,0.925725948568434,0.977071712706238,0.995638814773411,0.964001046996564,0.982947879452258,0.929547167234123,1,1,1,1
Sample No. 287,1,1,1,1,1,1,1,0.759968489014078,0.824316185981967,0.780073660310823,0.801210213162936,0.780248596462421,0.735967788928188,0.696368240927346,0.854548710134812,0.918725526727736,0.900664455873892,0.837509127406403,0.837833672218956,0.993810805939138,0.996126397624612,0.930441065952182,0.967252903282642,0.931095290370286,0.978207762762904,0.994580863174051,0.950698705613613,1,1,1,1
Sample No. 288,1,1,0.724332872523461,0.699598923722748,0.78214213736495,0.787662799832411,0.727041643475182,0.738703763870522,0.794785702940077,0.870885766060091,0.888668455821462,0.859854147779755,0.897836198127829,0.857885870686732,0.998322756178677,0.966094769723713,0.952025075554848,0.96582526691258,0.971948281638324,0.98674475543201,0.922631331700832,0.955824780985713,1,1,1,1,1,1,1,1,1
Sample No. 289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.760611814192031,0.778918285471387,0.699516327890102,0.725504226134159,0.788804173820186,0.701362105006352,0.752180916875601,0.900753740906715,0.89609190650098,0.83808504326269,0.837344723036513,0.910126205797307,0.974946429356933,0.985846443343908,0.938150259293616
Sample No. 290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.691721981881652,0.832356380719226,0.756792970282491,0.729199419719167,0.774965787820052,0.813372426504735,0.815007192002609
