,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.756296333683655,0.779117834976874,0.751744330256712,0.758964520717505,0.705830374303274,0.763176101354416,0.775321912359446,0.897419294211082,0.912811777709983,0.911583422666416,0.891972137453966,0.889872301805764,0.937833453081548,0.954997295700014,0.952929578498006,0.966394603848457,0.980283619053662,0.956117769684643
Sample No. 2,1,1,1,1,1,1,1,1,1,0.779018538865726,0.708035493596923,0.726709633461665,0.752591195180081,0.806020562317222,0.749907557365019,0.729421481340192,0.850888551359996,0.878030406001955,0.889537447210401,0.88869246500358,0.886498522685841,0.99528875855729,0.98345348097384,0.993672687225044,0.920167401302606,0.962546267956495,0.923215239848942,0.967770070452243,0.982307108268142,1,1
Sample No. 3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712917935116217,0.814091383515857,0.693188607694115,0.822904844304081,0.701046237944625,0.772382821132429,0.704571199511643,0.862353439854458,0.856325226617046,0.867704266027547,0.9001676470479,0.854571580976248,0.999952765293419
Sample No. 4,1,1,1,1,0.77915515110502,0.711883078284096,0.713799269603565,0.781874382986221,0.725814883249346,0.788820377750322,0.803668407503515,0.91722366388049,0.866214447326958,0.874429314579815,0.900142623482272,0.847053034003824,0.962778987027705,0.929891300927848,0.943838544897735,0.934005472287536,0.930845417380333,0.949951539766043,0.979858470987529,0.965792739558965,1,1,1,1,1,1,1
Sample No. 5,1,1,1,1,1,1,1,1,1,1,1,1,0.749820867810864,0.728665205232333,0.77601185282832,0.761958575401455,0.699679905270692,0.805493383076042,0.809233741044532,0.910595093104057,0.859644963715225,0.861665100377984,0.916342536755838,0.870817539469339,0.947954915743321,0.942314642965794,0.962035434972495,0.925419883057475,0.955537656191736,0.943553777709603,0.962686698660254
Sample No. 6,1,1,1,0.790615179554094,0.724063965633046,0.739433244011831,0.698235335283913,0.782935122716241,0.802243889334146,0.716313221097458,0.851504047457129,0.897806872712448,0.880189463978633,0.875343613918871,0.91802388196066,0.972691912055016,0.935311366766691,0.985179370325059,0.991749736163765,0.99417696421966,0.985253061465919,0.980255130100995,0.994135982487351,1,1,1,1,1,1,1,1
Sample No. 7,1,0.822235384107567,0.761462553545367,0.698715967092663,0.800963987842202,0.742599800498225,0.796003837104887,0.70169791554939,0.850760923076421,0.858430520781316,0.881709486179985,0.861565208812244,0.838067185254768,0.97029228258878,0.966377556975931,0.926382484212518,0.990694700609893,0.971904815528542,0.960612291879952,0.965295312330127,0.97207651283592,1,1,1,1,1,1,1,1,1,1
Sample No. 8,1,1,1,1,0.687083889428992,0.763214568038471,0.703937457398512,0.831050099422224,0.704048249289859,0.742095898221247,0.745864710026886,0.910850981309079,0.85340339777153,0.860815524754114,0.876557076362893,0.894913898898289,0.971991718076169,0.940018441658467,0.951627690736204,0.964582425709814,0.946873054429889,0.984064843822271,0.967287376392633,0.964622767996043,1,1,1,1,1,1,1
Sample No. 9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.755724377687089,0.768073322928045,0.824382549979724,0.816682966974564,0.716898078065366,0.779341184407473,0.79158142059017,0.857267769083381,0.840327028998174,0.905437173177488,0.859590850229375,0.890461656845175
Sample No. 10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.794259177347645,0.717485769164283,0.771105061426293,0.699425110012759,0.726410312311724,0.695363610355649,0.833665571270045,0.904443583141081,0.836743213681504,0.841289225443266
Sample No. 11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796464580997359,0.706439704752062,0.695881627582945,0.750937246404588,0.750424576901365,0.781867561269551,0.801860967151821,0.864751680900343,0.856466724706814,0.909792968121357,0.886256226468831,0.844334861609153,0.928558827210218
Sample No. 12,1,1,1,1,0.6913000560496,0.757211675158702,0.692398884404916,0.830731742551085,0.694686881652102,0.765397356370464,0.703631036008243,0.886502469561994,0.880021511144005,0.905237560061738,0.857270473630168,0.914978737438098,0.959095100685954,0.991874574106187,0.941599561069161,0.923409454748034,0.971291263643652,0.948567824885249,0.938355495054275,0.928572871722281,1,1,1,1,1,1,1
Sample No. 13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.815359206510708,0.740375309788156,0.830733094552066,0.733740817174781,0.749257500855252,0.832472985600121,0.744361170138232,0.874318048173562,0.919181285722181,0.902117966192775,0.900939891604707,0.918197550809011,0.928271860722452,0.981814351379871,0.97490098265931,0.937516994420439,0.965679173283279
Sample No. 14,1,1,1,1,1,1,1,1,0.777694161284249,0.775367479667999,0.743013477000874,0.729491339089815,0.7883323747213,0.814543362312484,0.711389888323844,0.916623944316059,0.864146419405937,0.865074041285552,0.859963795956224,0.851854278941639,0.941684676036239,0.930154433902353,0.981508979126811,0.966821824796498,0.927248509395868,0.949247795268893,0.946616209112108,0.962154463138431,1,1,1
Sample No. 15,1,1,1,0.804806701595895,0.800654035924468,0.822152134486474,0.695351688774768,0.810036088527646,0.761068607204594,0.751047542052343,0.883484784760512,0.89598628528975,0.837933522654697,0.873022999790497,0.918394565811381,0.977294768486172,0.95522320156917,0.920102901067585,0.960009359382093,0.934337178152055,0.934271323010325,0.935708226170391,0.977426067590713,1,1,1,1,1,1,1,1
Sample No. 16,1,1,0.823974418804515,0.72953616774315,0.759933024797589,0.833924741078168,0.699985677587334,0.835021218554117,0.748255308683962,0.897959845856763,0.854839826643467,0.884413897822611,0.855288668855093,0.856429530084133,0.983596676122397,0.980476910881698,0.979009442478418,0.970147392023355,0.961487620975822,0.993654712662101,0.966370336730033,0.975306598357856,1,1,1,1,1,1,1,1,1
Sample No. 17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.78107459027227,0.828385447281413,0.728986400949303,0.745956119570416,0.724168625987601,0.78772308862675,0.769445829851553,0.913233800639398,0.916897212008946,0.874099766947329,0.90716168991942,0.90488072616607,0.996615851577371,0.984274693578482,0.942718537040055,0.942225702796131,0.96866997173056
Sample No. 18,1,1,1,0.774902365101967,0.809850311816204,0.732726794401184,0.79024414940644,0.818332929736003,0.696019246384036,0.751216592850629,0.90544330021739,0.861678049384616,0.878955410894938,0.918988979645073,0.896776225407608,0.947708646915853,0.997838753964752,0.955456186626107,0.96824866456911,0.922564386520535,0.961166132688522,0.985262889061123,0.980113890133798,1,1,1,1,1,1,1,1
Sample No. 19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.704518576596398,0.779687543401029,0.776718882565852,0.733896883392241,0.779680213636253,0.755746566645335,0.742482166843489,0.891440075505525,0.881678652977571,0.892525303238072,0.841460696956143,0.870748786402866,0.956948304101825,0.953944726288319,0.926349522229284,0.97516956474632
Sample No. 20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 21,1,1,1,1,1,1,1,1,1,0.719646114775911,0.724886054873001,0.757513053018134,0.716261941102799,0.753986381193623,0.716235376441851,0.790842835466843,0.849788979271427,0.851208762776107,0.836329413876869,0.842138578793034,0.853332022124901,0.956548993252218,0.957746625393629,0.99054450634867,0.961944796666503,0.977066821809858,0.967694440484047,0.979276709388942,0.936309522930533,1,1
Sample No. 22,1,1,1,1,1,0.797928219744004,0.771963474097662,0.761144411704969,0.802015092644375,0.773809824151918,0.750946929668076,0.812707651722245,0.916440312502906,0.860355703081936,0.840133834118023,0.891645578366704,0.861679947544821,0.965063495058566,0.936364719606936,0.966733154281974,0.963993319123983,0.948117709029466,0.983225859645754,0.934103452786803,0.946327782440931,1,1,1,1,1,1
Sample No. 23,1,1,1,1,1,1,1,1,1,1,1,1,0.707090354316402,0.776798462869134,0.739421749314293,0.691065100302454,0.817734734051861,0.834108341079205,0.834267091461457,0.842207969853654,0.867455297226086,0.904144421014003,0.851802901295014,0.885388018779457,0.943924718499184,0.93064033286646,0.947720144484192,0.943634325955063,0.952325222380459,0.96115016663447,0.934109167065471
Sample No. 24,1,1,1,1,0.712455503248144,0.762386055187322,0.751836650913116,0.827186400072183,0.810694612331223,0.763629162743688,0.823209096772131,0.902236935154535,0.837644644122571,0.842598701283336,0.846960676972754,0.894519530015998,0.94027499191463,0.950805406682193,0.967738859839737,0.932956240419298,0.967673596572131,0.987881197165698,0.959842653293163,0.996707611382008,1,1,1,1,1,1,1
Sample No. 25,1,1,1,1,1,1,1,1,0.783115746652707,0.799483463122975,0.750822568173986,0.782319150482304,0.714962964774109,0.732556727576535,0.696819145478308,0.861748327820562,0.910130502855405,0.895734308815561,0.897660608842969,0.865559499581344,0.964920207690448,0.999146168753505,0.970849833935499,0.934524532295763,0.92670448327437,0.958856321163476,0.947430410142988,0.946142458692193,1,1,1
Sample No. 26,1,0.823360855634324,0.760163518089335,0.729910966394469,0.761971728912555,0.775099627081305,0.813211514080409,0.693354789227247,0.83886575218942,0.874394136324525,0.850354246936738,0.843819465348497,0.850085075032897,0.998516792654991,0.938857806511223,0.950629888679832,0.984033987354487,0.937526265271008,0.96535739004612,0.961375533081591,0.947605439200997,1,1,1,1,1,1,1,1,1,1
Sample No. 27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.774619218405802,0.770833178191911,0.798336976663209,0.741619179503992,0.730427399965935,0.751164151124191,0.774952324353158,0.85969376838021,0.910712020605803,0.907820915067568,0.908301295285113
Sample No. 28,1,1,1,1,0.826045902726706,0.774455748173874,0.771899635672104,0.711585316342767,0.715995514941402,0.782331841452047,0.747167380400002,0.8513408494303,0.87515502896253,0.911722640006803,0.848459103343077,0.881132248100825,0.978114263061434,0.957927704323083,0.985152462422848,0.984373081699014,0.989241820089519,0.983022910244763,0.972304286919534,0.931980082392693,1,1,1,1,1,1,1
Sample No. 29,1,1,1,1,1,1,1,1,0.788743528550491,0.727335732676089,0.693419209182263,0.74549273572769,0.747298717139289,0.771925319150556,0.76005986111844,0.87295274992846,0.852339018117636,0.858568289262243,0.875568797044456,0.840466988223605,0.972225867137313,0.974391760136932,0.994360313657671,0.962421732209623,0.97160644473508,0.935511070080101,0.968054356928915,0.964319513272494,1,1,1
Sample No. 30,1,1,1,1,1,1,0.807709140611347,0.799244053092785,0.738224482526071,0.8032132010106,0.696397610277869,0.777746199212503,0.686828047830146,0.836816330341622,0.843941991752014,0.918917954551987,0.86127490573097,0.896817032859661,0.930477958209813,0.960338485650718,0.968548108730465,0.972226971220225,0.957173070050776,0.958013394642621,0.969162790868431,0.990795724019408,1,1,1,1,1
Sample No. 31,1,1,1,1,1,1,1,1,1,1,0.763595692616887,0.746714010347147,0.757759564336389,0.711145268905908,0.771860723210499,0.824488745864015,0.702982354130596,0.912601733807474,0.874900662528351,0.859016262952238,0.905371431871317,0.878945904525928,0.99323339773342,0.981334352493286,0.971336402483284,0.962757772970945,0.954303858038038,0.953761872686446,0.960673573203385,0.955344504415989,1
Sample No. 32,1,1,0.720810771036428,0.775602005493361,0.813248117292765,0.761198842352256,0.691938295333181,0.724615799264517,0.731838736055885,0.906892642422579,0.880624641134404,0.887203252085485,0.84864965236932,0.843229037780315,0.954206809140742,0.988941395450383,0.958132105004042,0.953145978543907,0.973902399931103,0.94587229501456,0.937826349716634,0.951522427368909,1,1,1,1,1,1,1,1,1
Sample No. 33,1,0.829166751647368,0.691244841310196,0.747418854712974,0.738463749120943,0.832669551706873,0.800070429711137,0.821003080021124,0.899432379337959,0.908917739836499,0.906391635363922,0.867142421031371,0.85863357002195,0.936034858245403,0.986611280981451,0.953850240092725,0.980408189725131,0.960195372961462,0.994326933696866,0.989279161747545,0.993608735054731,1,1,1,1,1,1,1,1,1,1
Sample No. 34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753606338334736,0.735437385308556,0.698925510131754,0.798226019508671,0.80396651869081,0.834464577517007,0.730451095501427,0.88731184918806,0.889802188691683,0.872582134940662,0.892298332688399,0.843546516818926,0.930318991262466,0.93197891978547,0.979403193183243,0.968553739283234
Sample No. 35,1,1,1,1,1,1,1,1,1,1,1,1,0.733847999609076,0.718777445972897,0.767592594517861,0.697531983560417,0.810302860337775,0.760889696319588,0.813948173042387,0.904030369737186,0.865558938077651,0.840555967529304,0.896609657498077,0.850088328449056,0.956893689949065,0.957401161193848,0.974423987064511,0.949691843949258,0.99098460463807,0.967923730853945,0.983361721895635
Sample No. 36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.806359021262266,0.832531487128232,0.738497706410941,0.720167038777378,0.789268468112219,0.756834137615748,0.835329107091762,0.846955147109926,0.863802461879328,0.908554847274907,0.911845736578107,0.91497539755702,0.950553110036999,0.930888035148382
Sample No. 37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.788488753409125,0.690126755602192,0.834616305645555,0.694069425681606,0.723009182712063,0.732611079154536,0.714981590515468
Sample No. 38,1,1,1,1,1,0.716426610889845,0.783060749563389,0.830904173281975,0.832738562500104,0.785654030113015,0.793554312096909,0.740092997056432,0.859390932305716,0.878638250452466,0.864678090355359,0.853390938511118,0.915787468391471,0.975149447713047,0.932401596251875,0.967189043257386,0.936673452388495,0.929010018780828,0.983059360235929,0.94477641556412,0.93786134922877,1,1,1,1,1,1
Sample No. 39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769623794838786,0.834827262537088,0.771824255750049,0.732237575192936,0.787295414241031,0.793908394839615,0.750973517274484,0.837905904789455,0.8877760566324,0.881126381414011
Sample No. 40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 41,1,1,1,1,1,1,0.735351749289781,0.726062024781946,0.793522197742946,0.805841632153839,0.70548981838068,0.752750099719502,0.718026453851722,0.874307147217914,0.859209731347859,0.83996264523454,0.878739921071567,0.909597446589731,0.995449452549219,0.920100126378238,0.945297964960337,0.942508101835847,0.960090360026807,0.997874523792416,0.950110604744405,0.981406882032752,1,1,1,1,1
Sample No. 42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712098941348027,0.702054202627856,0.78910704606818,0.777319317510352,0.777988025885075,0.686006976851728,0.785150163878221,0.871977362996899,0.878968294285238,0.902041117870249,0.917938238194212,0.906420171642676,0.999580808021128,0.98355254676193
Sample No. 43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769904292678926,0.802041549283545,0.731477706566453,0.769826732065063,0.801448443894274,0.818674291892909,0.762533724344336,0.873655820300803,0.897805435978808,0.885164079410955,0.890509833216667,0.900676502621733,0.996256431154907,0.948198676612228,0.980604203585535
Sample No. 44,1,1,1,1,1,1,1,1,1,0.769392728399485,0.772374524410348,0.824445421552751,0.714660219162703,0.810924360227305,0.700501645683777,0.771401577327866,0.893143151626922,0.909721960141324,0.878529041035101,0.890830894066021,0.907532322157174,0.952173137608916,0.942801823336631,0.924446582607925,0.980889104511589,0.967070070356131,0.933079708479345,0.936691423039883,0.94486032281071,1,1
Sample No. 45,1,1,0.829692054634448,0.809793859384023,0.699358862453606,0.813665837784298,0.701059742622543,0.787658042508643,0.818021075126249,0.90941896230448,0.895309705159627,0.891933944367804,0.870927521164529,0.85823209404014,0.989296986442059,0.95046095199883,0.928223444316536,0.969235933441669,0.973707363717258,0.975849105995148,0.978351193796843,0.997053240332752,1,1,1,1,1,1,1,1,1
Sample No. 46,1,1,0.774032517628744,0.805254255690612,0.834028468561824,0.832294140582904,0.77809753604373,0.73160876628384,0.733666853829287,0.888100464364514,0.897052896603011,0.868024663066492,0.86229465755634,0.9192051599361,0.951006781049073,0.995313733201474,0.94620437566191,0.944774790965021,0.955020613744855,0.982618735935539,0.931506210044026,0.972185972910374,1,1,1,1,1,1,1,1,1
Sample No. 47,1,0.691064350611065,0.734026276926976,0.797984514282085,0.779188033276238,0.68633870683983,0.786157656730153,0.785007369740866,0.877289888907224,0.887376906461082,0.908268482699059,0.849711173439398,0.888791514998302,0.934146669134498,0.940159643217921,0.945915257353336,0.987805479038507,0.945736228786409,0.96822900801897,0.924378621112555,0.926694243513048,1,1,1,1,1,1,1,1,1,1
Sample No. 48,1,1,1,1,1,1,1,0.718561486691702,0.692848463776987,0.774646200485527,0.748037274008617,0.740555229330435,0.7198928352925,0.700135899906978,0.847438407698646,0.912043736216612,0.85049464275036,0.882208180883899,0.889526306437328,0.98663301628083,0.994072222169489,0.992604096904397,0.994591277446598,0.941048303674907,0.948441302999854,0.926920315418392,0.951387474499643,1,1,1,1
Sample No. 49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.745557238034904,0.766574127484579,0.686773528439458
Sample No. 50,1,1,0.813721145702526,0.759243773146532,0.753458769900259,0.750486307941843,0.830296618329827,0.809584005516022,0.740869502328802,0.919336811762303,0.860624428090639,0.908810499926098,0.884798902227543,0.86823232667055,0.954817651249468,0.974551022369415,0.951550636254251,0.976988390944898,0.968244344498962,0.944661312550306,0.986416207402945,0.979946049749851,1,1,1,1,1,1,1,1,1
Sample No. 51,1,1,1,1,1,1,1,1,1,1,1,0.814832918370608,0.767230797001626,0.754040881061461,0.709932258423884,0.729167154630646,0.690485777276568,0.752131139337085,0.854619913712144,0.861287304147147,0.853253146345727,0.848851814097725,0.84351164174825,0.981072329133749,0.9448785719648,0.977658033426851,0.967255607098341,0.956583065334707,0.922641847264022,0.92510452395305,0.956385228484869
Sample No. 52,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811815761974081,0.728649619677104,0.783292747022584,0.742110334582627,0.722267043068074,0.709430595197715,0.776803901222535,0.85168184033595,0.896207913203165,0.915854363841005,0.900229288497008,0.867769981634803,0.982859227769077,0.948278381805867,0.978088724967092,0.937819457668811,0.975297782551497,0.925982991680503
Sample No. 53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.826971629170235,0.722649096710607,0.707486152673606,0.737325879397336,0.711063197920099,0.815714710474946,0.795169106348418,0.865382804851979,0.894260961261578
Sample No. 54,1,1,0.767264195253607,0.732716227196157,0.762193158433307,0.737843574864324,0.793075278228149,0.729998269294389,0.701696703491267,0.871469032901339,0.884580454310402,0.837979260895401,0.919933684086427,0.849838477748446,0.939138202946633,0.984495388567448,0.964300473276526,0.961538557820022,0.94466463111341,0.979097441956401,0.934179004337639,0.99296016940847,1,1,1,1,1,1,1,1,1
Sample No. 55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.758981279040687,0.736985037023202,0.804018137209583,0.763494696970098,0.789765291871969,0.801278738958295,0.701199193218723,0.896386306955479
Sample No. 56,1,1,1,1,1,1,1,0.689313254774548,0.696146941849962,0.748252304400317,0.76544980089087,0.794460097713396,0.732138846676331,0.787131659932435,0.86448241684027,0.849123004070483,0.907902420096099,0.864733011186123,0.907658510088921,0.957279671020806,0.942110777962953,0.920158365406096,0.934796210806817,0.984653448257595,0.96336646316573,0.980806430373341,0.941455313060433,1,1,1,1
Sample No. 57,1,1,1,1,1,1,0.734967606003862,0.752402338957414,0.702429581621196,0.768264833769295,0.725183770958334,0.711748979707714,0.698258671654854,0.892962971702218,0.855486784999259,0.891329471912235,0.899120849872008,0.8993730287496,0.998008817788213,0.967991541195661,0.975389654617757,0.935560065768659,0.982181634493172,0.925651806108654,0.947437771577388,0.95091644698754,1,1,1,1,1
Sample No. 58,1,1,1,1,1,0.823370680342428,0.730049210345838,0.78738926920481,0.742455325160641,0.772959029722493,0.744956952567678,0.809558083118405,0.901861901478842,0.907522753046826,0.892512074242346,0.852989713357762,0.838459233431145,0.970923295356333,0.972667282242328,0.983015962764621,0.99850385254249,0.9956622810103,0.941968036200851,0.992678429093212,0.95185056462884,1,1,1,1,1,1
Sample No. 59,1,0.769018826995976,0.694682853064965,0.735923280742951,0.823569339724723,0.80011077453522,0.822452605563682,0.787680682657752,0.894982088407502,0.895679000173695,0.883022183107212,0.911577895619907,0.864762877354398,0.957842393927276,0.970050710327923,0.953701567575336,0.935963757112622,0.92383263271302,0.967216947451234,0.925362248122692,0.953839808218181,1,1,1,1,1,1,1,1,1,1
Sample No. 60,1,1,1,1,1,1,1,1,0.738387230272871,0.796117297235411,0.777574754298199,0.716767546407878,0.819535329496954,0.724370307639707,0.815942999815103,0.853073326518759,0.871300218155608,0.839721058436669,0.886539078761823,0.874486575420015,0.963137287460268,0.956237661316991,0.928762457109988,0.9636193170771,0.96115370227024,0.925666929725558,0.983685943596065,0.933911367580295,1,1,1
Sample No. 61,1,1,1,1,1,0.702960047441535,0.725861901535187,0.72132302294625,0.77359141319897,0.768102023088373,0.731539769355673,0.735177455261815,0.87919192507118,0.919736875399016,0.84360607937444,0.851629957688041,0.880978448171169,0.99217564092949,0.934750571288169,0.964369088932872,0.966032194122672,0.921713976375759,0.975169048085809,0.941136800069362,0.975622672066093,1,1,1,1,1,1
Sample No. 62,1,1,1,1,1,1,1,1,1,0.760429209192749,0.687152889220975,0.766785342329182,0.691183376185596,0.833465255518909,0.807162383060437,0.773083990732208,0.866963716153987,0.901270462089218,0.91153658465296,0.918097239905037,0.902452035699971,0.958680182471871,0.951481991540641,0.939918440580368,0.937265333496034,0.947718062046915,0.995610128920525,0.946960230097175,0.990908275321126,1,1
Sample No. 63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 64,1,1,0.818876955415122,0.698899054575246,0.824194185006432,0.722338209616952,0.708243963927031,0.828155516624916,0.711536450685468,0.8381143664876,0.883574234684929,0.86989881000109,0.914136664645746,0.859386090622284,0.943529387954622,0.924011264313012,0.954788511022925,0.975515018906444,0.992970813252032,0.95296488435939,0.926706736087799,0.934591273386031,1,1,1,1,1,1,1,1,1
Sample No. 65,1,1,1,1,1,1,1,1,1,1,0.74675449193595,0.806287768030539,0.769848509611562,0.70327390846936,0.783724899929017,0.696916423471645,0.768315243966877,0.86795318965055,0.855274512918666,0.91595586747583,0.9125465775989,0.882340432703495,0.975989794675261,0.941080721560866,0.92807036569342,0.956159246750176,0.924825417436659,0.929919344484806,0.942469635903835,0.933994397185743,1
Sample No. 66,1,0.710491657351609,0.813110774011817,0.72921911118459,0.776048300137278,0.785533092067577,0.745437377133872,0.710507135828026,0.902226843656041,0.916026651812717,0.86048793575447,0.861186199549586,0.862260205696337,0.994121394250542,0.991663744468242,0.930906774345785,0.965421968642622,0.983158035781235,0.996073039323092,0.942717522103339,0.993413713481277,1,1,1,1,1,1,1,1,1,1
Sample No. 67,1,1,0.740350238048937,0.7330820837887,0.781537641772535,0.695135440806858,0.773456978403497,0.716776137369685,0.758128648974467,0.913508139883168,0.883153385280631,0.876327567898668,0.867100052477792,0.893553144569509,0.955364684164524,0.997871467731893,0.975490042511374,0.960664761997759,0.958875469788909,0.930719209369272,0.922730848416686,0.923633117768914,1,1,1,1,1,1,1,1,1
Sample No. 68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.708984319622628,0.722358783696778,0.765032001574524,0.710308789509814,0.763822695684154,0.775152939268388,0.812077059702948,0.909961235953495,0.872860308759846,0.857714154936373,0.904980735000223,0.918327538620681,0.985614118799567
Sample No. 69,1,1,1,1,1,0.818509132777341,0.751035304508638,0.783960246936418,0.69841211531451,0.761921542895958,0.747664462008048,0.786094165105838,0.873373399276286,0.907421633194201,0.863010422938503,0.871528618495911,0.903338304759003,0.982600341625512,0.995543633848429,0.963458614870906,0.932707959916443,0.929209296964109,0.982045586612076,0.935851610898972,0.990142598506063,1,1,1,1,1,1
Sample No. 70,1,1,1,1,1,0.771191035689786,0.835341529142112,0.722720437812619,0.692491199578159,0.835860429158434,0.817141278368887,0.752436052822974,0.890850652522407,0.883406913057901,0.881469621072523,0.879299962958321,0.914529607140459,0.995705581512302,0.922676711212844,0.963483781889081,0.957717567514628,0.988511591088027,0.98980400307104,0.976182076521218,0.979951696563512,1,1,1,1,1,1
Sample No. 71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.725925706223585,0.810163708905689,0.737643136213534,0.740628024902195,0.757210450527724,0.7790897447397,0.826291730605532,0.859232284668833,0.86698335127905,0.860414257219061,0.911858696419746,0.880320915728807,0.996753487177193,0.937745184954256
Sample No. 72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.717126020115335,0.82794832474459,0.715122457199264,0.769349871763494,0.740819217021577,0.743114087918308,0.771295590537135,0.912572513495572,0.853937365644611
Sample No. 73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746704078909475,0.786165999552701,0.693572269754019,0.692128110305872,0.792844662316143,0.761690998684149,0.787418907369953,0.899060335576534,0.86630671314057
Sample No. 74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.732231709711719,0.792056735932361,0.807756097150501,0.767567935831845,0.686603260309436,0.766602498620283,0.752011282312684,0.867339133279398,0.844476525235921,0.882713908035308,0.884068074171431,0.866018471331336,0.981551314350218,0.927990010678768,0.924763048402965,0.980645818617195
Sample No. 75,1,1,1,1,1,1,1,1,1,1,1,0.751596361621283,0.723763937085401,0.687159617025405,0.700983214309905,0.833637795214541,0.819511778165121,0.701973222057801,0.888930517164059,0.903698034632951,0.888303158005699,0.855951201574877,0.917940793163143,0.957872885577381,0.935617312882096,0.928131752349436,0.960944840740413,0.995138660054654,0.976355838663876,0.920521994698793,0.925606461688876
Sample No. 76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.793901959563605,0.749980932021514,0.795657554631121,0.686381579890382,0.698172823015135,0.764307724988554,0.806424901309889,0.861844559520483,0.882782118960284
Sample No. 77,1,1,1,1,1,1,1,1,1,1,0.734136716918089,0.706562036742922,0.72414892655937,0.721877596761566,0.827878252278548,0.686671893288381,0.82859868520312,0.901172357223928,0.877826063386165,0.892753423823975,0.838502332917415,0.851793427450582,0.924031440187246,0.993942277189344,0.944042977504432,0.964847148321569,0.967098629400134,0.969975744839758,0.963801455814391,0.983979589510709,1
Sample No. 78,1,1,1,1,1,1,0.735995585798752,0.70277255271934,0.698248996808194,0.768937640720047,0.72229597889958,0.81250135391159,0.776613344137091,0.848206126390956,0.866658855517395,0.839308603796177,0.889120128981769,0.878328520653769,0.969355199653655,0.999967256747186,0.969341151062399,0.924696618504822,0.960494188405573,0.934140541385859,0.983434855248779,0.932318123877048,1,1,1,1,1
Sample No. 79,1,1,1,1,1,1,1,1,1,1,0.746176494298503,0.736320791488048,0.730354920706246,0.793736569910776,0.784997335799504,0.814583709546365,0.768377488922793,0.847494610248134,0.895153048269451,0.844721208909526,0.87271548072435,0.843645005896687,0.975931665040553,0.991083760466427,0.943873838856816,0.953237725123763,0.966230156980455,0.978448244091123,0.940693396497518,0.98055148806423,1
Sample No. 80,1,1,1,1,0.694391365292482,0.784753161949571,0.721359354445245,0.749527144305408,0.801401061170269,0.748083804432768,0.709937765718438,0.86157284917403,0.884034225258045,0.864096979856491,0.898767945348285,0.876830983027816,0.998656710777432,0.922229464631528,0.923238983433694,0.985217196159065,0.940340744443238,0.973623688463122,0.931358441468328,0.952289789691567,1,1,1,1,1,1,1
