Sim No.,Lambda,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30
805,0,64372,64427.8145571598,62207.7468152074,59711.6047944571,55564.310801792,52694.1869576599,51700.2650291198,49616.7474864978,48033.1290116477,43882.3796078622,41712.6462539625,30357.2770671112,19887.445210206,13241.4408923085,8685.73498874684,6041.05788279077,3677.1012554487,1709.47814115362,168.150395837842,0,0,0,0,0,0,0,0,0,0,0,0
806,0.872197457336604,64372,59976.5058057969,60550.195140796,57923.1253776411,56727.645734309,55186.1700505914,53534.8276348008,53520.0907941716,52721.6314651984,50446.6505275537,48778.0680802178,48580.4870082749,46116.3602167129,44466.1541406771,40977.969874409,39812.6785097475,37296.4488846241,35337.4602100425,34243.0735675292,32327.1103921236,30266.0267255166,28911.1889570048,27666.4040726134,25056.4007302122,19321.4188758985,13669.9853136492,8145.74144865929,4521.41092402671,2222.69305208554,502.917475985685,370.025875934163
807,0,64372,66419.7048646307,61748.1252691438,60070.5847458367,61938.6401129378,62666.3348223293,60217.2512200033,42345.0321038363,30408.3070899551,23710.7396015581,14907.4049112774,10432.8211958604,6901.8519447672,3779.29977786727,1858.1097696437,261.472539056652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,64372,58113.0593673422,57391.9645941819,55313.0348451248,54200.3001479924,52376.8896239026,49732.123824888,45773.7648659377,41791.4933425956,39538.9700911079,36090.6099240782,35008.6570280369,30232.9163599919,19508.1296809487,14467.1042995179,9244.14829252094,5761.61192942648,2522.44660619289,748.889867772235,0,0,0,0,0,0,0,0,0,0,0,0
809,0,64372,61383.2742453184,57572.2113954096,57147.4842543443,53802.3687226467,54094.8472104247,54857.0034198292,53398.1695662477,52010.7772876505,48224.3656958154,44580.7604249557,42926.6831308168,39605.0089364449,37698.8422848454,36394.6105235501,33270.4151927447,22524.181832784,13972.4372109915,8435.35624694302,4723.81902519901,2562.17782282651,792.750310616917,0,0,0,0,0,0,0,0,0
810,0,64372,59696.5776318782,55702.6959783392,52810.700760161,51327.0606016151,47670.7189716137,45482.9827712827,33370.2007522063,22725.6615185463,15851.4576085444,11056.1885422859,7733.20636026941,3899.72746346737,1699.89398405364,160.494583241469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0.970538229458224,64372,61505.7069943771,58344.1822211873,55461.5738990178,52168.7182390034,52554.8913803589,50572.5053833857,49162.9313014362,49406.715517632,50720.2214890462,47501.961821102,45535.8990586434,44403.5195422452,42966.070457728,40347.4825696023,39693.7381498061,37344.9069755396,36460.3928185989,34993.9523812994,35344.9594065781,36857.6904968753,35924.9847230202,35157.181378951,33953.5702156151,34032.7777706814,33461.3752048583,32078.9052351896,29992.4623030751,28614.554582443,25601.2630101038,25856.0872101743
812,0,64372,66442.1482747474,68140.9494979267,65250.6604291566,64410.002175887,63679.6474366488,63101.3377885796,60908.9053903384,60658.0593376308,58898.889585678,54985.9866258818,54819.8653207369,57369.2445231358,56587.1686764381,40119.0385035394,31062.878009502,22079.9474058009,14401.0448371041,9340.84772973935,5575.15151000391,3129.74302715182,1471.72164770306,86.0339429778968,0,0,0,0,0,0,0,0
813,0,64372,58411.4968512154,57311.0756087434,54793.4837950522,53859.6285415536,51996.1114773515,50403.9649322394,48671.6598601733,49597.5600611708,46287.7568783693,45639.581598729,29788.6637618589,22025.5309969409,16329.676875743,9939.2300252294,6554.19409780143,3434.81118739792,1445.08547297188,62.0086380850997,0,0,0,0,0,0,0,0,0,0,0,0
814,0,64372,61007.4239792003,60983.1297831689,56970.2607652091,51584.3168663564,50572.3286658546,47259.2435820806,46033.7654280814,44316.8391530519,44657.8440710327,42228.0829107257,41737.6873794145,40491.0173566381,37960.4904370539,38491.2189333813,33390.6217750688,21523.7356893325,14474.9109458881,9179.74372506525,5467.49073334635,2476.31892047186,459.465007976632,0,0,0,0,0,0,0,0,0
815,0,64372,61662.7019792342,59380.8934727878,54111.8019266445,54198.6944149013,54319.2018582742,55940.5816607213,54351.1008346573,52028.4918065235,50583.7637435203,47920.813802481,45344.6937501259,44306.7334039295,43754.1347576432,43232.6181457893,42527.8464779323,39823.5883847564,38593.1304129992,35590.8995977125,34533.5405973655,31636.8774208667,28972.9265790893,27196.2559807258,16675.6616413543,11963.2837486272,7180.98550785513,4421.25161001279,1846.71729277382,282.064705838671,0,0
816,0.944331691242559,64372,59625.4412361041,56220.3234725709,56428.654112026,55555.1980784371,52115.9848835182,51211.12212311,51647.658792565,48880.8042849244,49863.2683353837,45837.8012272036,44567.3091752192,41244.4004552486,39558.0003966792,38160.5289761769,35488.9327183933,31380.9837233113,29055.3727149652,25120.6847140878,24367.1350502448,23558.0353973066,22175.9859699444,19297.4027403329,17666.150103478,16625.8837779376,15949.5769551171,14903.741301028,14248.6825708145,12718.311846502,10995.1598048528,11209.3700526827
817,0,64372,62065.990358987,61023.5430024573,56608.916931994,37113.4930889378,27326.0250417866,18959.4717302472,12233.1369613556,7831.80847226943,4152.38842857196,1889.12139932675,328.452172357357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,64372,62774.7628441595,65655.9862350483,66074.2018975929,50558.9864237999,32928.5644010609,24114.2870949733,17637.2426379009,12984.6554207415,8138.45839852633,4981.13742271171,3151.14291868791,1304.20003414122,87.3419513183413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,64372,64939.1980418819,65205.2900654709,60499.8485205342,60593.6584240581,56669.6980693565,51705.5226748185,49748.2590134938,30719.0567499504,22352.6364251335,16312.7440819243,10328.0707315447,6658.86645570504,3247.18401079341,1128.28562589142,41.40024591688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0.904966606366203,64372,62157.9781559097,58817.1600746867,55720.4142642006,55227.8534792198,51912.8571303645,51065.1710946249,47517.1433087377,48250.5334851346,46581.8619360756,43779.2427576546,42596.6912799994,40372.9730334951,37813.3985352619,37682.1244065367,33266.9245880755,31718.3387268014,28662.296710673,27069.613147622,26330.1818934412,24802.6633457054,22342.0583986939,21444.6559008971,19409.3720107619,18307.9929774507,17439.9125186536,14913.4541316064,10533.0489479266,6363.60594084134,3195.17836518894,2369.55268282688
821,0,64372,61396.7044930223,61144.6759566491,61286.2757457773,61049.2944732966,59957.4448618126,59772.2592527882,58967.871927637,58655.7812767622,51089.2741154107,39655.7385995636,27004.9783974977,19671.8334115025,13590.9600763196,7828.93505637049,4802.47049627029,1980.95416831373,375.65269988994,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,64372,65458.664349958,66192.8566754228,65622.6577064538,62492.8289454625,59339.2416830572,38897.2739600827,24870.2561477356,16115.2966891233,11314.911480353,7257.84685784534,4115.3488100276,1801.61138218898,292.00123241795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,64372,61358.9519064466,59619.7133872252,56276.3989333714,52080.8359091056,48865.6735170128,48048.7780537985,45192.0159914399,41533.2342199428,39859.8427250753,39152.6953308426,36281.2891168708,33287.0865789975,31405.2916735971,29040.0851213884,20017.2538373622,13388.6818406816,7845.75542034715,4411.18866512935,2104.17850434209,351.071445252541,0,0,0,0,0,0,0,0,0,0
824,0,64372,60863.459609604,60971.8669658739,56950.1258839858,44488.8647773743,34690.8392247598,27314.8474175236,18818.1180662686,13104.4645244014,8979.85736777162,4773.54240901941,2891.66201513023,1181.59279436741,81.3285995657782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,64372,59350.1959208016,53014.7204896703,35202.5362486942,25194.5084671358,17968.0489249348,11130.0900262265,7661.8219705185,4434.40799271786,1992.9356558372,409.326172391699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,64372,62055.0775367602,60052.3420816654,58626.7577234527,54333.6227551417,49308.8462839771,38974.3237786677,29601.3798053925,22559.5941139237,16135.923930862,11890.9783353837,6845.94837941011,3862.63621484097,2192.87784646302,680.117317684352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,0,64372,60815.6306634549,58322.5348996827,57242.7155317965,55116.3690078367,50505.5033763958,47747.9846456551,45788.0685496736,43882.806831384,42384.6866883222,40233.3626143373,37092.7759679391,36852.6470906198,36537.0542487224,35912.2429267307,35686.2165949824,34206.8814775191,33954.3248862783,32764.2853536174,30956.4710404663,22110.7226868297,15579.5904653182,9743.41832045927,5817.42427408457,2913.14512277233,995.010077511063,2.67452250240401,0,0,0,0
828,0,64372,61184.52802765,57598.4842533566,57840.4425678763,55532.7633195609,56622.9039562603,53835.3308653357,50422.7985635403,31618.299398366,19816.5996946203,14849.2098890406,11150.4143059644,7593.4246065754,4393.01686404471,2159.55849926554,685.565617021141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,64372,63605.9903164633,45536.8937970861,32587.2350029596,20162.5340649643,14508.5856598502,8472.58072887443,5069.0091292107,2583.2054229853,924.180347633751,19.902902628241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,64372,61541.2090536883,48597.5018708661,31278.5763802573,20541.9279825432,14537.3975068676,9272.18465447203,5153.80519062444,2823.65685919616,1239.13159895928,91.4998387660064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,64372,62310.2357167888,63041.2841862186,62931.0544956697,60240.7773711372,62595.2907426426,59016.7178348458,58030.0386395073,56362.2739160386,55130.4430143133,54026.9110558539,53702.0259661575,53777.793208118,53866.5263503603,50163.7327509915,44063.5578368875,43358.000963919,41118.3286380278,38208.1609642312,37081.5044693487,35427.2424839995,32765.9039909215,30955.8779941802,19270.457343395,11752.1148358538,7048.08211156798,3839.72253888006,1609.78822714157,80.6124792048674,0,0
832,0.853493992912998,64372,60610.8706147073,57325.0920212004,57526.6147226749,55808.2063340505,53455.6010522306,51900.3511568034,48803.6953107634,47439.1468091973,44630.5125907013,44182.1260273525,44423.186568808,42967.087660377,39122.1520846285,38590.0985812597,39345.6798217698,36757.7650893746,36944.8568905509,36473.1643012414,35133.5585130713,33990.7765677738,32969.3018132904,31411.0129571987,21573.2856571951,14505.0426025986,11000.678996479,7288.13980799762,4537.67120409961,1954.20094196031,120.547996398862,49.1528061483296
833,0,64372,61903.9388576383,59977.7067492193,59586.2099723803,59428.974072986,58917.9421521634,58490.1541891699,58877.117891727,57442.3526641362,54018.332424297,52086.2865265714,48737.112329057,46751.8917797506,44589.6064206441,42791.1478357973,40314.4420559124,41293.4053605584,37924.6981384987,34933.5295416061,24366.7565107527,16074.5569195069,12231.4341119751,8285.74436764731,4570.0765159293,2222.00155814329,402.544963786855,0,0,0,0,0
834,0,64372,64326.37036389,64366.5642900249,60056.7323548156,57260.9313037012,59291.0153119952,56074.4090530604,55971.7462480441,53835.5127449302,57315.3972656403,55651.2502478103,54600.4947762453,55582.4183808758,50232.4227947252,50332.9496761449,47038.348344356,44269.508407207,28470.7379284639,21856.4287942326,15854.0850642636,11621.340693002,7805.10942435294,5220.13957833415,2865.65366223311,1136.53931523959,58.4752011328167,0,0,0,0,0
835,0,64372,59999.6466812227,58579.2225860357,58451.8500178894,54692.215581879,43849.1429509737,30776.6772016146,22720.2218053089,14897.3661061879,10136.6444281069,6744.87010978473,4140.30364559153,2587.94105831505,881.658468119559,4.3237098053475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,64372,64239.0142049996,60806.85703639,57064.4616879864,43528.5617338043,29779.8809383392,19736.3631943344,13521.940404355,7771.97507554443,4545.55785840181,2086.9975023699,536.574317473983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,64372,62690.3790185427,61281.1553977173,55900.490992624,55920.3812268476,56905.6409689498,54547.8576461552,50970.4295601878,35710.5513971204,22087.4401046006,16721.6246655638,10718.1198595774,7166.96465056901,3424.41190844688,1011.23351534025,47.8697780097506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,64372,62528.6527041758,64035.8657847758,60939.7806672394,58266.7635558601,53576.1452854248,51621.6062052786,51107.8173567011,47658.0338667095,46290.4913404575,44521.7379196462,40458.4625472841,38745.6741600699,37064.0679125782,36479.149481434,32443.3011243385,28701.9703839044,18177.5941932367,11561.1570797504,7752.85070839907,4345.91928817259,2249.06512882098,384.352003396612,0,0,0,0,0,0,0,0
839,0,64372,60527.7599348839,38165.2744325547,27181.2019358856,19961.141485334,13711.1052329768,9382.25726248028,5071.27988484773,2671.17798749471,905.983563644355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,64372,65014.4709646215,64938.2185286718,65179.8216690687,63762.6900742622,47649.5749763558,37164.5752672131,26700.7380955126,19746.8779917801,13633.6886411182,9656.50766704466,5915.16401934492,3797.29498342085,1965.07474902231,375.984076922744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,64372,63744.1158531587,61860.1807653969,59475.098875002,54117.165895719,56137.7724207686,56736.5009392142,58175.7645496259,59064.0035028819,58419.5670463199,54558.7311452781,51321.1807794519,50381.3765760838,48289.1958044412,49421.2208760289,50107.726067771,35555.575368158,27871.3799101423,19749.2657181949,13610.3357676954,9610.56256232902,5607.24550439413,2757.00426989147,1129.97837473385,47.1453905559558,0,0,0,0,0,0
842,0,64372,60833.4476194046,63016.4253914609,62324.1622438084,60980.2181671823,59477.9935512617,57711.2417130308,56479.0629172601,54966.3785471164,51584.7238020184,49692.6673140289,47744.1493384645,47345.1719809981,44779.0658830025,44355.5495629071,32743.3172467766,23820.1456612551,18029.2752365739,13038.5355796385,8474.57664112779,5477.47061405087,2375.89597715023,768.498907718589,0,0,0,0,0,0,0,0
843,0,64372,60251.9856606875,42570.0796365757,27596.168204833,18478.3624569868,13269.5550909825,8618.95424509709,5715.98859318946,3225.62630093809,1472.68792597984,126.553718400966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,64372,58269.1893541881,56585.7120450275,55714.9203166346,53338.3056353628,39177.2682344664,28891.3750098375,21999.7015306756,14890.6469263501,10793.3386221312,7429.07050998629,4183.86099864745,2536.24231837365,1011.68426329796,22.6781219661646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,64372,60545.730686519,57031.2659595496,53422.5892093376,44001.4100998691,29908.4565018719,20773.7400117875,13516.1642968821,8745.71528212738,4926.21591751677,2410.27946287427,688.070161813951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,64372,67213.4804281885,66276.2037193157,67620.9517972023,66965.8872304451,64685.6934814513,49177.6771793357,34667.7659200767,21769.8535365448,13654.6674400395,8343.72746559495,5513.15725857597,2849.75167388725,1095.31554024944,47.0674328123672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0.925039963219237,64372,65431.5774087812,61318.2484604526,63838.9361754989,63059.7377465886,58579.1752954184,59504.5106958394,58404.5309062738,59412.4997404329,56583.1030935339,55202.8098653049,52435.9575646858,48432.9213871213,44060.093812471,44672.4313323754,44014.1726314987,41316.854644505,39633.5796230886,37490.3054727297,37999.8270364505,35244.3146580957,34950.136767798,33364.7877400149,32640.0195113623,31361.6499783008,30157.6484559638,21348.9404673487,15632.2886813322,10716.256593292,7175.14475397192,4933.49564439265
848,0,64372,67528.6862072558,65902.2617973287,60297.2220077101,54340.9435985368,35924.6642044528,26626.0630747242,17865.979655597,12552.0094353975,8238.40550623914,4533.34317451217,2430.35497501229,677.377411607101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,64372,60315.8468372233,59343.2021536327,59059.2389521819,58950.5216072283,59323.4309580574,54296.6199760649,37995.3121557204,25525.6541610109,20921.0684814757,15456.5458138979,11159.2948004034,6597.46494189218,3305.34268392559,1387.70041173816,80.9499957409993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0,64372,59893.5533037522,58525.7277633399,54236.7429048662,53225.3603530611,54752.6746742722,53895.406714356,53316.9914473528,53091.0842086703,52818.6331990717,38182.9129654437,26250.0061113374,20618.8710690357,12711.7019468049,7812.31806021313,4241.67446404503,1918.64445164565,273.250046441947,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,64372,63861.2578510656,59277.2073449838,57031.1144666874,55455.5750217159,52656.7356181142,38581.5149724954,25743.4480906817,16676.1510537197,11316.6051020814,7901.60452856548,4510.98608623818,2210.83101190723,609.103045963685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,0,64372,63084.108151864,58867.1389966209,58453.6965590018,56419.2479731663,52907.0125417188,48445.5330674515,46765.4075706276,43884.6809804447,42223.4236393547,39697.1701789927,39608.7990230899,36729.2854153095,34193.2059416264,31137.3128228443,21630.5480196017,16356.8311688999,12069.2470657868,7393.14928630826,4018.30458710038,1866.42937224089,87.6379879818885,0,0,0,0,0,0,0,0,0
853,0,64372,61962.6670159074,62376.4580072624,62950.5877116214,62054.3371407763,61883.8679565538,56601.7962943891,56364.5221554331,53908.4173134715,40223.305291078,31415.5267912489,24468.56134824,18654.6390524158,13077.6340721203,8026.06269736474,5353.51204256242,3179.38735398747,1553.63760712651,101.692002913989,0,0,0,0,0,0,0,0,0,0,0,0
854,0.95653241549139,64372,60827.2889373696,62154.6139425198,60588.9218436804,57795.9384598509,56495.9077126773,54090.5090764766,51386.8123618859,50845.8327126028,46703.1090733494,45192.2374219476,44961.7601689872,44683.709876747,42234.5369706581,39898.7875247456,38170.3814975474,35828.8319898556,34058.3554860638,32413.3809392534,30107.1460956686,28740.1949187791,27543.8867560952,25967.024223326,25514.5695400406,24886.8642875276,23395.3342463156,21141.16317394,19977.5281294752,18608.6229243318,17709.7892562483,16811.8014041413
855,0.940576073012735,64372,62264.1506683607,57319.8893000033,55207.9919664122,51824.7612932921,49982.1262147235,49694.2151306222,45992.4152562332,43705.7331688852,42964.6214302599,41032.5536410447,39336.1127969392,37804.4633896471,34546.1483658035,33469.3112784353,32863.397538857,29417.4687770323,27629.2276045612,26904.1875900996,26346.2112440095,24160.4581675884,22340.1642929063,20445.4945942752,19200.6555979991,17713.1224038891,15890.7740657941,14830.2348863443,13431.4373461775,11470.882187975,9986.17489663928,10028.0848880608
856,0,64372,64854.6387534933,61408.8017722209,57205.914168066,55233.3150905557,53976.0255307823,54596.9981928568,52536.3032922847,51632.5213651024,52171.4465063465,49172.7938207669,46664.512876692,44300.6894599145,31894.5299715547,20890.2217879669,13673.9458185864,8287.73031434994,5112.00988650917,2599.35155146377,527.523249303065,0,0,0,0,0,0,0,0,0,0,0
857,0,64372,58748.2754508846,43023.3059863797,32510.4066551694,23002.7715582504,14504.2859727042,10580.1986473088,7266.38715518388,4461.57773084604,2694.74824679495,1314.22053159252,105.392659747094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,64372,63391.4640323467,60501.2165718382,57325.4464332479,53173.9513357995,52960.3869683698,50129.4721243563,47412.5163426928,46893.413390382,43847.593402637,41030.6847357691,39540.7198001467,38500.7354820356,35883.8531524489,33113.3372403547,31682.1249520549,29475.0887589423,28104.3643435553,24151.608158748,18436.2853834093,11412.684278274,7048.37001510861,3691.19625593537,1300.35969021908,57.0113904531755,0,0,0,0,0,0
859,0,64372,61663.2257892518,61594.9239414435,62084.3970870134,59367.0351704318,57194.4335502001,55605.8990339021,51880.6647400946,51242.8590529663,48234.658463136,46172.4138800938,43669.1769037626,42158.6914735971,41966.1873006583,41933.6734759154,39999.0755091821,38782.5957074308,38178.2205992116,25723.9960451702,15686.3929169688,10945.8470646668,7005.74702890363,4142.45917018834,1685.88428886968,114.234017146188,0,0,0,0,0,0
860,0,64372,66120.6476061032,66755.7338579307,63831.4972677013,64210.1247674315,58641.8694083068,47410.9510601091,35154.2801638024,24495.4826668787,16952.5022830072,10359.0897608276,7048.4980339076,3428.96168957236,1605.88072365255,125.641891863901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,0,64372,63376.661788751,61564.9545330839,56927.7671619548,54905.1861241837,35250.0295078526,22014.625561469,17316.18948207,11658.6953622597,6735.42049687475,3708.49835330106,1420.91824521649,116.772666228716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,0,64372,61070.8718852643,57662.8572677652,56770.4738203805,56565.4203121266,51412.417777991,34643.4006574906,22445.3040256509,13671.6272763459,8243.40260156355,4996.30032870172,2882.67102516008,756.821632131709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,0,64372,62182.4552665522,64530.0074139813,61583.9621660274,44278.8487668006,31136.28682613,19939.0298503098,15955.4579912429,10930.6014550882,6356.65468265168,3333.80746094124,1498.20475765005,107.89720223839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,0,64372,60463.4414304358,45487.7734039398,32013.9381268247,23125.7113548188,16589.8252502126,11995.9178813826,8150.99896584276,4485.19009006248,2816.03777559874,1106.43304568013,36.6773010719859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0,64372,66671.5696095667,65114.5826901043,62894.5868825118,42728.7129567166,29904.0806168913,20408.772977663,12976.5496538663,7579.31433950212,4266.33651314504,1885.92143968589,239.199352130611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,0,64372,62829.167694206,62552.1200077263,61393.4905200253,57885.9906710356,57729.9044624457,56777.3730275463,56287.5475099741,55587.4124338486,54917.1588587126,51226.0599129966,51225.6382764555,48892.6113997996,38281.448011324,24731.4868017155,16450.0189341049,10080.875958157,7190.64053511351,4199.81554759858,1755.49351114928,199.76211703578,0,0,0,0,0,0,0,0,0,0
867,0,64372,58542.6843267498,60180.9479416926,59104.5638774734,57514.3197939544,54349.9246112037,52637.4660253995,52398.0528316552,48130.8471877995,45898.7437554315,43801.2518908844,34259.9283794809,27465.6634785182,20897.0642205657,14507.0374813473,9097.62336153351,5590.44337015662,2510.57639681315,982.699020165899,14.8981748224286,0,0,0,0,0,0,0,0,0,0,0
868,0,64372,65897.1560229747,68693.9851952362,64596.3119261621,43632.6023846732,31990.3306085213,23088.5269095246,17075.9085281363,12288.1493044467,8716.58358277361,5877.10277091061,4006.87458889795,2331.19497851587,624.148039404222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,0,64372,62050.0593507353,59449.0684407221,43158.3793749481,32613.4950561632,23942.0784402823,17129.1766732974,11015.1012643964,7448.83058135386,4511.05212032948,2817.61216867504,968.401645998201,21.1336258736276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,64372,66394.7706094105,69210.8546555796,66430.9966633333,63936.8924352627,41350.5144380809,30822.7329283767,23539.3345318471,17301.1505911116,11531.9915790159,7611.20938753387,4626.58025219325,2847.08940563737,1046.87101828467,18.8203002504432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,0,64372,63334.7017062101,66107.6986015041,62166.4810799381,59842.8300227593,55161.8412722453,53567.7141634796,49302.6136838138,48204.0023162125,35259.9848136608,24146.2860021828,18247.7030468769,11998.9603677803,7780.4963749154,4538.49703815957,2138.14792805209,556.068566533905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,0,64372,67219.5323347159,66116.1113642734,64422.3743739052,61781.8487895217,59244.9936711629,46962.5148497217,35243.6380964718,25480.5080353111,17812.611793923,12864.9789834139,8305.83873782134,5691.81356455439,3901.73042923499,2130.30733105918,532.297733633634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,0,64372,61024.5758655882,49751.9125354623,36963.9601343978,26975.2401587468,17619.7383226361,12501.1292036196,8015.21590165887,4296.83013893713,2682.72554829424,933.807600476658,12.1294529221532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,0,64372,63130.1649993281,59260.7739615204,55665.4947399451,56442.9422876577,53793.0714663775,49519.7590583226,49231.001923107,50465.7442004543,49553.7985052304,45221.7405336986,42964.9787019714,40940.9111980948,40488.483919754,38732.9608824036,37097.1169923794,35533.3134692673,33504.1718161739,25167.301126287,19150.0285996968,11445.8789089281,7092.25137410617,4037.16258016564,1758.71233019459,141.828199890569,0,0,0,0,0,0
875,0,64372,64990.8272767846,64182.440754077,61260.3246790091,56798.2933694722,53234.5034338445,52644.0635029839,51698.7561045896,49947.6988064301,45634.5241606793,41901.301679618,42136.6770154869,38011.1858724564,39214.3314986038,35706.3441436025,27581.847737608,20230.0927286864,13166.2901242258,8409.5956288361,4943.14339675355,2604.46151090799,806.466917200018,0,0,0,0,0,0,0,0,0
876,0.928981398130472,64372,62506.9053310182,62237.3017850556,61389.8386944002,60382.5039155743,61725.2559796125,60636.3607113224,59954.0416012483,60770.1368474995,57942.2371247827,55477.0597204317,51439.8350476052,50029.0702060914,49646.7622887127,45487.7531399056,42755.8927987366,40914.5054898429,40835.8999033718,38260.1566414693,36426.8170272433,35984.0066593311,32827.4278790519,31876.6327570907,31868.5222952085,30342.1346689755,29207.0709794793,27108.5496147272,17546.0490885339,10854.7864128522,7492.90779715495,5639.13898761518
877,0,64372,61061.4840579892,54772.1578235381,42974.3262507005,31487.3104321198,19972.8692735259,13615.4032904592,8861.91473713809,4931.33779324236,2231.11809638186,618.662975237133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,64372,60671.8366529216,57951.8725528202,55926.5945788939,57842.994403487,58248.6022548218,56759.3206870298,51391.3036659644,37942.3153269672,28803.6508629945,20470.2590527988,12520.4448186123,8583.18640222261,4981.8206582685,2328.00115591146,662.127880907416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,0,64372,58106.363259965,58204.7556678408,54349.3962708077,36529.2309269762,28784.3723403628,20518.2728306528,14722.5899240016,9164.54061432221,5936.31329857194,2867.57971802094,1225.01397797245,61.5321512683487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,0,64372,61980.228121918,58845.7665770475,55815.7586449044,53488.5187794974,54637.9708266238,55176.117264681,51511.8789441229,50857.1045478346,49212.9416692135,48610.7554055601,47367.3548361243,45196.419260222,42937.762341435,28944.9709026011,20478.6985726977,15024.247777692,10531.1817734285,7295.39899923641,3860.56276892487,1423.15382237497,66.584979007428,0,0,0,0,0,0,0,0,0
881,0,64372,63785.9781186653,63178.6210018177,59426.5353270044,58214.2547397425,54618.2108588151,53284.1605446892,51469.7512326187,50756.584366088,48852.6892174352,44935.7980170285,31482.4969649934,21146.4554081009,13511.873457919,8848.25672147852,5145.14101118372,2584.77625363577,763.956750844778,0,0,0,0,0,0,0,0,0,0,0,0,0
882,0,64372,63035.44460205,57857.4160333845,36525.1383975239,25200.6392128478,17604.5228767356,11058.4260653177,7443.2198925818,4578.64711564749,2291.83389148223,776.570576496507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,0,64372,60432.0978790309,56427.9650887388,54134.0450463158,52018.714917866,48433.3933798789,45102.2616326112,44188.817787887,38617.4708815809,29004.8106347991,19885.3710724309,13919.7841098302,8390.64315096688,5175.02261828538,2991.62221497429,1224.6030483325,80.0835415090283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,0,64372,66124.6478698771,65052.5113160725,62027.6412037878,63907.3087111765,63381.3681443838,60922.2956766467,57852.2277378745,37847.622836608,24182.8104295015,18052.4430476607,13518.4600822416,8886.08308177737,5409.45747423623,2662.43795949216,1030.00162327961,31.6473103372422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
